# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.3, 'makespec': True, 'units': 'nm', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 10 TDDFT singlet excitations
# Roots were Lorentzian broadened with width 0.3 eV 
# Spectrum generated with 2000 points.
#
# Wavelen. [nm]        Abs. [au]   
#----------------------------------
9.8315013965e+01    1.8481756189e-03
9.8185600557e+01    2.0260379649e-03
9.8056527398e+01    2.1994661372e-03
9.7927793149e+01    2.3556069188e-03
9.7799396476e+01    2.4794343705e-03
9.7671336053e+01    2.5565337612e-03
9.7543610562e+01    2.5768139355e-03
9.7416218688e+01    2.5376290118e-03
9.7289159129e+01    2.4446628340e-03
9.7162430584e+01    2.3100635626e-03
9.7036031762e+01    2.1488872517e-03
9.6909961378e+01    1.9755977076e-03
9.6784218153e+01    1.8018328985e-03
9.6658800815e+01    1.6356515702e-03
9.6533708100e+01    1.4818189928e-03
9.6408938748e+01    1.3425605937e-03
9.6284491507e+01    1.2183760852e-03
9.6160365132e+01    1.1087170553e-03
9.6036558383e+01    1.0124764795e-03
9.5913070027e+01    9.2830952843e-04
9.5789898838e+01    8.5482729707e-04
9.5667043594e+01    7.9070400938e-04
9.5544503083e+01    7.3472933561e-04
9.5422276096e+01    6.8582790350e-04
9.5300361432e+01    6.4306038134e-04
9.5178757895e+01    6.0561503546e-04
9.5057464295e+01    5.7279504041e-04
9.4936479449e+01    5.4400453161e-04
9.4815802179e+01    5.1873499681e-04
9.4695431315e+01    4.9655278064e-04
9.4575365691e+01    4.7708800780e-04
9.4455604146e+01    4.6002497509e-04
9.4336145529e+01    4.4509393217e-04
9.4216988689e+01    4.3206411260e-04
9.4098132486e+01    4.2073785812e-04
9.3979575783e+01    4.1094568169e-04
9.3861317450e+01    4.0254212716e-04
9.3743356361e+01    3.9540230014e-04
9.3625691397e+01    3.8941896187e-04
9.3508321445e+01    3.8450009413e-04
9.3391245397e+01    3.8056685829e-04
9.3274462149e+01    3.7755188389e-04
9.3157970605e+01    3.7539783342e-04
9.3041769674e+01    3.7405619918e-04
9.2925858269e+01    3.7348629548e-04
9.2810235309e+01    3.7365441630e-04
9.2694899719e+01    3.7453313339e-04
9.2579850429e+01    3.7610071473e-04
9.2465086375e+01    3.7834064632e-04
9.2350606496e+01    3.8124124398e-04
9.2236409740e+01    3.8479534393e-04
9.2122495055e+01    3.8900006320e-04
9.2008861400e+01    3.9385662303e-04
9.1895507735e+01    3.9937022949e-04
9.1782433027e+01    4.0555000740e-04
9.1669636247e+01    4.1240898464e-04
9.1557116372e+01    4.1996412497e-04
9.1444872383e+01    4.2823640868e-04
9.1332903267e+01    4.3725096137e-04
9.1221208015e+01    4.4703723180e-04
9.1109785625e+01    4.5762922126e-04
9.0998635097e+01    4.6906576743e-04
9.0887755437e+01    4.8139088704e-04
9.0777145657e+01    4.9465418266e-04
9.0666804772e+01    5.0891132052e-04
9.0556731803e+01    5.2422458726e-04
9.0446925776e+01    5.4066353578e-04
9.0337385721e+01    5.5830573165e-04
9.0228110672e+01    5.7723761454e-04
9.0119099668e+01    5.9755549108e-04
9.0010351755e+01    6.1936667923e-04
8.9901865981e+01    6.4279082775e-04
8.9793641399e+01    6.6796143876e-04
8.9685677067e+01    6.9502762705e-04
8.9577972047e+01    7.2415615558e-04
8.9470525406e+01    7.5553379512e-04
8.9363336216e+01    7.8937006443e-04
8.9256403552e+01    8.2590041919e-04
8.9149726495e+01    8.6538997122e-04
8.9043304129e+01    9.0813783589e-04
8.8937135543e+01    9.5448222577e-04
8.8831219830e+01    1.0048064324e-03
8.8725556089e+01    1.0595458678e-03
8.8620143421e+01    1.1191963718e-03
8.8514980932e+01    1.1840116486e-03
8.8410067732e+01    1.2552661756e-03
8.8305402937e+01    1.3333895171e-03
8.8200985665e+01    1.4192374928e-03
8.8096815039e+01    1.5137976039e-03
8.7992890186e+01    1.6182123123e-03
8.7889210237e+01    1.7338067530e-03
8.7785774329e+01    1.8621216769e-03
8.7682581599e+01    2.0049524942e-03
8.7579631192e+01    2.1643953060e-03
8.7476922255e+01    2.3429007193e-03
8.7374453939e+01    2.5433359264e-03
8.7272225400e+01    2.7690548305e-03
8.7170235798e+01    3.0239746128e-03
8.7068484295e+01    3.3126545854e-03
8.6966970058e+01    3.6403686955e-03
8.6865692260e+01    4.0131554273e-03
8.6764650074e+01    4.4378163247e-03
8.6663842680e+01    4.9218144598e-03
8.6563269259e+01    5.4729940168e-03
8.6462928999e+01    6.0989995011e-03
8.6362821090e+01    6.8062195853e-03
8.6262944725e+01    7.5980292612e-03
8.6163299102e+01    8.4720932001e-03
8.6063883422e+01    9.4166068541e-03
8.5964696891e+01    1.0405729962e-02
8.5865738716e+01    1.1395259516e-02
8.5767008111e+01    1.2320763599e-02
8.5668504291e+01    1.3101372190e-02
8.5570226476e+01    1.3651838462e-02
8.5472173888e+01    1.3901981569e-02
8.5374345755e+01    1.3817017423e-02
8.5276741306e+01    1.3408929938e-02
8.5179359775e+01    1.2732460850e-02
8.5082200400e+01    1.1868046843e-02
8.4985262421e+01    1.0900791709e-02
8.4888545083e+01    9.9042772544e-03
8.4792047632e+01    8.9328326118e-03
8.4695769319e+01    8.0209993831e-03
8.4599709400e+01    7.1869871920e-03
8.4503867132e+01    6.4373191188e-03
8.4408241776e+01    5.7710636291e-03
8.4312832596e+01    5.1830608920e-03
8.4217638860e+01    4.6661218933e-03
8.4122659840e+01    4.2124038464e-03
8.4027894809e+01    3.8142025976e-03
8.3933343046e+01    3.4643644709e-03
8.3839003831e+01    3.1564647805e-03
8.3744876448e+01    2.8848515026e-03
8.3650960185e+01    2.6446163560e-03
8.3557254332e+01    2.4315308924e-03
8.3463758182e+01    2.2419693419e-03
8.3370471033e+01    2.0728301606e-03
8.3277392185e+01    1.9214623655e-03
8.3184520941e+01    1.7855993450e-03
8.3091856606e+01    1.6633009483e-03
8.2999398491e+01    1.5529036552e-03
8.2907145908e+01    1.4529781520e-03
8.2815098171e+01    1.3622934545e-03
8.2723254600e+01    1.2797866866e-03
8.2631614516e+01    1.2045376798e-03
8.2540177243e+01    1.1357476389e-03
8.2448942109e+01    1.0727212226e-03
8.2357908445e+01    1.0148514774e-03
8.2267075583e+01    9.6160715541e-04
8.2176442861e+01    9.1252201730e-04
8.2086009617e+01    8.6718579460e-04
8.1995775193e+01    8.2523653481e-04
8.1905738935e+01    7.8635410369e-04
8.1815900191e+01    7.5025465602e-04
8.1726258311e+01    7.1668591888e-04
8.1636812648e+01    6.8542315794e-04
8.1547562560e+01    6.5626571907e-04
8.1458507406e+01    6.2903405588e-04
8.1369646547e+01    6.0356716844e-04
8.1280979349e+01    5.7972039095e-04
8.1192505179e+01    5.5736347602e-04
8.1104223407e+01    5.3637893211e-04
8.1016133407e+01    5.1666057694e-04
8.0928234554e+01    4.9811227629e-04
8.0840526227e+01    4.8064684164e-04
8.0753007808e+01    4.6418506482e-04
8.0665678679e+01    4.4865487061e-04
8.0578538228e+01    4.3399057146e-04
8.0491585843e+01    4.2013221062e-04
8.0404820917e+01    4.0702498212e-04
8.0318242844e+01    3.9461871752e-04
8.0231851021e+01    3.8286743099e-04
8.0145644847e+01    3.7172891531e-04
8.0059623726e+01    3.6116438242e-04
7.9973787061e+01    3.5113814312e-04
7.9888134260e+01    3.4161732118e-04
7.9802664733e+01    3.3257159764e-04
7.9717377893e+01    3.2397298192e-04
7.9632273153e+01    3.1579560644e-04
7.9547349932e+01    3.0801554222e-04
7.9462607650e+01    3.0061063296e-04
7.9378045728e+01    2.9356034562e-04
7.9293663592e+01    2.8684563561e-04
7.9209460669e+01    2.8044882509e-04
7.9125436389e+01    2.7435349290e-04
7.9041590183e+01    2.6854437488e-04
7.8957921486e+01    2.6300727363e-04
7.8874429735e+01    2.5772897650e-04
7.8791114370e+01    2.5269718122e-04
7.8707974831e+01    2.4790042824e-04
7.8625010564e+01    2.4332803919e-04
7.8542221014e+01    2.3897006080e-04
7.8459605630e+01    2.3481721387e-04
7.8377163862e+01    2.3086084669e-04
7.8294895165e+01    2.2709289251e-04
7.8212798994e+01    2.2350583082e-04
7.8130874806e+01    2.2009265192e-04
7.8049122063e+01    2.1684682457e-04
7.7967540225e+01    2.1376226650e-04
7.7886128758e+01    2.1083331743e-04
7.7804887129e+01    2.0805471448e-04
7.7723814807e+01    2.0542156972e-04
7.7642911263e+01    2.0292934971e-04
7.7562175970e+01    2.0057385693e-04
7.7481608405e+01    1.9835121281e-04
7.7401208044e+01    1.9625784243e-04
7.7320974369e+01    1.9429046064e-04
7.7240906861e+01    1.9244605957e-04
7.7161005005e+01    1.9072189739e-04
7.7081268287e+01    1.8911548837e-04
7.7001696196e+01    1.8762459397e-04
7.6922288222e+01    1.8624721509e-04
7.6843043859e+01    1.8498158535e-04
7.6763962600e+01    1.8382616535e-04
7.6685043943e+01    1.8277963789e-04
7.6606287388e+01    1.8184090414e-04
7.6527692434e+01    1.8100908071e-04
7.6449258586e+01    1.8028349763e-04
7.6370985348e+01    1.7966369724e-04
7.6292872227e+01    1.7914943388e-04
7.6214918734e+01    1.7874067464e-04
7.6137124378e+01    1.7843760083e-04
7.6059488673e+01    1.7824061051e-04
7.5982011135e+01    1.7815032190e-04
7.5904691280e+01    1.7816757782e-04
7.5827528627e+01    1.7829345108e-04
7.5750522698e+01    1.7852925102e-04
7.5673673016e+01    1.7887653112e-04
7.5596979105e+01    1.7933709780e-04
7.5520440493e+01    1.7991302051e-04
7.5444056708e+01    1.8060664317e-04
7.5367827281e+01    1.8142059708e-04
7.5291751744e+01    1.8235781529e-04
7.5215829632e+01    1.8342154883e-04
7.5140060482e+01    1.8461538467e-04
7.5064443830e+01    1.8594326566e-04
7.4988979219e+01    1.8533188907e-04
7.4913666189e+01    1.8695268042e-04
7.4838504284e+01    1.8872162047e-04
7.4763493050e+01    1.9064432360e-04
7.4688632033e+01    1.9272689740e-04
7.4613920785e+01    1.9497597942e-04
7.4539358854e+01    1.9739877791e-04
7.4464945795e+01    2.0000311689e-04
7.4390681162e+01    2.0279748593e-04
7.4316564511e+01    2.0579109549e-04
7.4242595400e+01    2.0899393812e-04
7.4168773389e+01    2.1241685639e-04
7.4095098040e+01    2.1607161840e-04
7.4021568916e+01    2.1997100164e-04
7.3948185583e+01    2.2412888643e-04
7.3874947606e+01    2.2856035995e-04
7.3801854555e+01    2.3328183240e-04
7.3728906000e+01    2.3831116680e-04
7.3656101513e+01    2.4366782415e-04
7.3583440668e+01    2.4937302625e-04
7.3510923039e+01    2.5544993834e-04
7.3438548204e+01    2.6192387450e-04
7.3366315741e+01    2.6882252901e-04
7.3294225231e+01    2.7617623728e-04
7.3222276256e+01    2.8401827085e-04
7.3150468399e+01    2.9238517139e-04
7.3078801246e+01    3.0131712968e-04
7.3007274383e+01    3.1085841640e-04
7.2935887399e+01    3.2105787292e-04
7.2864639884e+01    3.3196947149e-04
7.2793531429e+01    3.4365295620e-04
7.2722561629e+01    3.5617457779e-04
7.2651730077e+01    3.6960793812e-04
7.2581036370e+01    3.8403496285e-04
7.2510480106e+01    3.9954702444e-04
7.2440060886e+01    4.1624624186e-04
7.2369778309e+01    4.3424698849e-04
7.2299631978e+01    4.5367764590e-04
7.2229621498e+01    4.7468264877e-04
7.2159746475e+01    4.9742487516e-04
7.2090006515e+01    5.2208844762e-04
7.2020401228e+01    5.4888202383e-04
7.1950930224e+01    5.7804267175e-04
7.1881593114e+01    6.0984044390e-04
7.1812389512e+01    6.4458378890e-04
7.1743319033e+01    6.8262596657e-04
7.1674381292e+01    7.2437266640e-04
7.1605575908e+01    7.7029106791e-04
7.1536902500e+01    8.2092062606e-04
7.1468360688e+01    8.7688591365e-04
7.1399950095e+01    9.3891190315e-04
7.1331670343e+01    1.0078421167e-03
7.1263521059e+01    1.0846601031e-03
7.1195501868e+01    1.1705146948e-03
7.1127612399e+01    1.2667494150e-03
7.1059852280e+01    1.3749361871e-03
7.0992221143e+01    1.4969130297e-03
7.0924718618e+01    1.6348245239e-03
7.0857344341e+01    1.7911622205e-03
7.0790097945e+01    1.9687993388e-03
7.0722979067e+01    2.1710093886e-03
7.0655987345e+01    2.4014506605e-03
7.0589122417e+01    2.6640865101e-03
7.0522383924e+01    2.9629935150e-03
7.0455771507e+01    3.3019851854e-03
7.0389284811e+01    3.6839503068e-03
7.0322923478e+01    4.1097825343e-03
7.0256687156e+01    4.5767885473e-03
7.0190575490e+01    5.0765598016e-03
7.0124588130e+01    5.5925576624e-03
7.0058724725e+01    6.0981544491e-03
6.9992984926e+01    6.5565008240e-03
6.9927368386e+01    6.9239076908e-03
6.9861874758e+01    7.1576458593e-03
6.9796503697e+01    7.2267207151e-03
6.9731254860e+01    7.1213545820e-03
6.9666127904e+01    6.8562441770e-03
6.9601122487e+01    6.4657113582e-03
6.9536238271e+01    5.9935164265e-03
6.9471474916e+01    5.4824292443e-03
6.9406832084e+01    4.9673229360e-03
6.9342309441e+01    4.4726420306e-03
6.9277906650e+01    4.0130514305e-03
6.9213623379e+01    3.5955816786e-03
6.9149459294e+01    3.2220257881e-03
6.9085414065e+01    2.8909651135e-03
6.9021487362e+01    2.5992469927e-03
6.8957678856e+01    2.3429601715e-03
6.8893988220e+01    2.1180278108e-03
6.8830415126e+01    1.9205383039e-03
6.8766959251e+01    1.7469088925e-03
6.8703620270e+01    1.5939488574e-03
6.8640397861e+01    1.4588659744e-03
6.8577291702e+01    1.3392433948e-03
6.8514301472e+01    1.2330031054e-03
6.8451426853e+01    1.1383651624e-03
6.8388667526e+01    1.0538076311e-03
6.8326023175e+01    9.7802965453e-04
6.8263493484e+01    9.0991862733e-04
6.8201078139e+01    8.4852166948e-04
6.8138776825e+01    7.9302118575e-04
6.8076589232e+01    7.4271411466e-04
6.8014515048e+01    6.9699440847e-04
6.7952553962e+01    6.5533828956e-04
6.7890705667e+01    6.1729186288e-04
6.7828969853e+01    5.8246071273e-04
6.7767346216e+01    5.5050116201e-04
6.7705834449e+01    5.2111292064e-04
6.7644434248e+01    4.9403289292e-04
6.7583145310e+01    4.6902995153e-04
6.7521967333e+01    4.4590051809e-04
6.7460900015e+01    4.2446481724e-04
6.7399943056e+01    4.0456369418e-04
6.7339096159e+01    3.8605590419e-04
6.7278359024e+01    3.6881579838e-04
6.7217731355e+01    3.5273134279e-04
6.7157212857e+01    3.3770241856e-04
6.7096803234e+01    3.2363935949e-04
6.7036502194e+01    3.1046169097e-04
6.6976309444e+01    2.9809703958e-04
6.6916224692e+01    2.8648018824e-04
6.6856247648e+01    2.7555225536e-04
6.6796378023e+01    2.6525998014e-04
6.6736615528e+01    2.5555509889e-04
6.6676959876e+01    2.4639379946e-04
6.6617410781e+01    2.3773624310e-04
6.6557967957e+01    2.2954614441e-04
6.6498631121e+01    2.2179040160e-04
6.6439399988e+01    2.1443877038e-04
6.6380274278e+01    2.0746357576e-04
6.6321253708e+01    2.0083945684e-04
6.6262337999e+01    1.9300870495e-04
6.6203526871e+01    1.8702726060e-04
6.6144820046e+01    1.8133248305e-04
6.6086217246e+01    1.7590624131e-04
6.6027718197e+01    1.7073180921e-04
6.5969322621e+01    1.6579373770e-04
6.5911030246e+01    1.6107774030e-04
6.5852840797e+01    1.5657059040e-04
6.5794754003e+01    1.5226002878e-04
6.5736769591e+01    1.4813468045e-04
6.5678887292e+01    1.4418397962e-04
6.5621106836e+01    1.4039810192e-04
6.5563427954e+01    1.3676790316e-04
6.5505850379e+01    1.3328486388e-04
6.5448373845e+01    1.2994103900e-04
6.5390998084e+01    1.2672901221e-04
6.5333722833e+01    1.2364185443e-04
6.5276547828e+01    1.2067308608e-04
6.5219472806e+01    1.1781664264e-04
6.5162497504e+01    1.1506684327e-04
6.5105621662e+01    1.1241836211e-04
6.5048845019e+01    1.0986620211e-04
6.4992167317e+01    1.0740567102e-04
6.4935588296e+01    1.0503235940e-04
6.4879107699e+01    1.0274212048e-04
6.4822725270e+01    1.0053105161e-04
6.4766440753e+01    9.8395477315e-05
6.4710253893e+01    9.6331933566e-05
6.4654164436e+01    9.4337153427e-05
6.4598172129e+01    9.2408053754e-05
6.4542276720e+01    9.0541722944e-05
6.4486477958e+01    8.8735409622e-05
6.4430775591e+01    8.6986512189e-05
6.4375169371e+01    8.5292569154e-05
6.4319659049e+01    8.3651250178e-05
6.4264244377e+01    8.2060347789e-05
6.4208925108e+01    8.0517769688e-05
6.4153700996e+01    7.9021531620e-05
6.4098571795e+01    7.7569750743e-05
6.4043537261e+01    7.6160639475e-05
6.3988597151e+01    7.4792499770e-05
6.3933751221e+01    7.3463717781e-05
6.3878999230e+01    7.2172758906e-05
6.3824340936e+01    7.0918163154e-05
6.3769776099e+01    6.9698540836e-05
6.3715304480e+01    6.8512568535e-05
6.3660925840e+01    6.7358985347e-05
6.3606639942e+01    6.6236589367e-05
6.3552446547e+01    6.5144234400e-05
6.3498345420e+01    6.4080826891e-05
6.3444336326e+01    6.3045323043e-05
6.3390419029e+01    6.2036726118e-05
6.3336593296e+01    6.1054083913e-05
6.3282858894e+01    6.0096486387e-05
6.3229215591e+01    5.9163063435e-05
6.3175663155e+01    5.8252982800e-05
6.3122201355e+01    5.7365448108e-05
6.3068829962e+01    5.6499697024e-05
6.3015548747e+01    5.5654999513e-05
6.2962357480e+01    5.4830656213e-05
6.2909255935e+01    5.4025996891e-05
6.2856243885e+01    5.3240378998e-05
6.2803321103e+01    5.2473186302e-05
6.2750487364e+01    5.1723827600e-05
6.2697742445e+01    5.0991735506e-05
6.2645086120e+01    5.0276365303e-05
6.2592518168e+01    4.9577193861e-05
6.2540038365e+01    4.8893718614e-05
6.2487646490e+01    4.8225456595e-05
6.2435342322e+01    4.7571943520e-05
6.2383125642e+01    4.6932732925e-05
6.2330996230e+01    4.6307395347e-05
6.2278953868e+01    4.5695517551e-05
6.2226998336e+01    4.5096701794e-05
6.2175129420e+01    4.4510565132e-05
6.2123346901e+01    4.3936738759e-05
6.2071650564e+01    4.3374867381e-05
6.2020040195e+01    4.2824608628e-05
6.1968515579e+01    4.2285632486e-05
6.1917076502e+01    4.1757620765e-05
6.1865722753e+01    4.1240266589e-05
6.1814454117e+01    4.0733273918e-05
6.1763270385e+01    4.0236357086e-05
6.1712171345e+01    3.9749240365e-05
6.1661156788e+01    3.9271657554e-05
6.1610226503e+01    3.8803351579e-05
6.1559380283e+01    3.8344074122e-05
6.1508617920e+01    3.7893585262e-05
6.1457939205e+01    3.7451653130e-05
6.1407343933e+01    3.7018053593e-05
6.1356831898e+01    3.6592569937e-05
6.1306402894e+01    3.6174992575e-05
6.1256056717e+01    3.5765118765e-05
6.1205793163e+01    3.5362752343e-05
6.1155612028e+01    3.4967703462e-05
6.1105513111e+01    3.4579788356e-05
6.1055496209e+01    3.4198829095e-05
6.1005561121e+01    3.3824653372e-05
6.0955707646e+01    3.3457094285e-05
6.0905935585e+01    3.3095990132e-05
6.0856244739e+01    3.2741184218e-05
6.0806634908e+01    3.2392524670e-05
6.0757105894e+01    3.2049864254e-05
6.0707657501e+01    3.1713060210e-05
6.0658289532e+01    3.1381974084e-05
6.0609001790e+01    3.1056471574e-05
6.0559794081e+01    3.0736422379e-05
6.0510666209e+01    3.0421700056e-05
6.0461617980e+01    3.0112181884e-05
6.0412649202e+01    2.1178128221e-05
6.0363759680e+01    2.0926148238e-05
6.0314949222e+01    2.0678634511e-05
6.0266217638e+01    2.0435482209e-05
6.0217564736e+01    2.0196589556e-05
6.0168990325e+01    1.9961857724e-05
6.0120494216e+01    1.9731190734e-05
6.0072076220e+01    1.9504495355e-05
6.0023736148e+01    1.9281681010e-05
5.9975473812e+01    1.9062659689e-05
5.9927289024e+01    1.8847345860e-05
5.9879181599e+01    1.8635656386e-05
5.9831151349e+01    1.8427510447e-05
5.9783198090e+01    1.8222829458e-05
5.9735321636e+01    1.8021537001e-05
5.9687521802e+01    1.7823558752e-05
5.9639798406e+01    1.7628822411e-05
5.9592151264e+01    1.7437257636e-05
5.9544580193e+01    1.7248795983e-05
5.9497085011e+01    1.7063370842e-05
5.9449665537e+01    1.6880917381e-05
5.9402321590e+01    1.6701372484e-05
5.9355052989e+01    1.6524674705e-05
5.9307859556e+01    1.6350764208e-05
5.9260741110e+01    1.6179582719e-05
5.9213697473e+01    1.6011073481e-05
5.9166728468e+01    1.5845181201e-05
5.9119833916e+01    1.5681852008e-05
5.9073013641e+01    1.5521033411e-05
5.9026267466e+01    1.5362674253e-05
5.8979595216e+01    1.5206724674e-05
5.8932996716e+01    1.5053136068e-05
5.8886471790e+01    1.4901861050e-05
5.8840020265e+01    1.4752853416e-05
5.8793641968e+01    1.4606068109e-05
5.8747336724e+01    1.4461461184e-05
5.8701104362e+01    1.4318989778e-05
5.8654944709e+01    1.4178612076e-05
5.8608857595e+01    1.4040287278e-05
5.8562842849e+01    1.3903975577e-05
5.8516900299e+01    1.3769638122e-05
5.8471029777e+01    1.3637236995e-05
5.8425231113e+01    1.3506735185e-05
5.8379504138e+01    1.3378096558e-05
5.8333848685e+01    1.3251285837e-05
5.8288264585e+01    1.3126268574e-05
5.8242751671e+01    1.3003011128e-05
5.8197309777e+01    1.2881480645e-05
5.8151938737e+01    1.2761645030e-05
5.8106638385e+01    1.2643472934e-05
5.8061408556e+01    1.2526933724e-05
5.8016249085e+01    1.2411997473e-05
5.7971159809e+01    1.2298634934e-05
5.7926140564e+01    1.2186817523e-05
5.7881191186e+01    1.2076517304e-05
5.7836311514e+01    1.1967706967e-05
5.7791501385e+01    1.1860359814e-05
5.7746760638e+01    1.4055246029e-05
5.7702089111e+01    1.3963563039e-05
5.7657486645e+01    1.3873373997e-05
5.7612953079e+01    1.3784655695e-05
5.7568488254e+01    1.3697385476e-05
5.7524092010e+01    1.3611541220e-05
5.7479764190e+01    1.3527101332e-05
5.7435504635e+01    1.3444044728e-05
5.7391313187e+01    1.3362350825e-05
5.7347189689e+01    1.3281999524e-05
5.7303133985e+01    1.3202971204e-05
5.7259145919e+01    1.3125246707e-05
5.7215225335e+01    1.3048807329e-05
5.7171372078e+01    1.2973634807e-05
5.7127585993e+01    1.2899711312e-05
5.7083866926e+01    1.3554057058e-05
5.7040214723e+01    1.3486623223e-05
5.6996629231e+01    1.3420421237e-05
5.6953110297e+01    1.3355435282e-05
5.6909657769e+01    1.3291649928e-05
5.6866271495e+01    1.3229050128e-05
5.6822951323e+01    1.3167621209e-05
5.6779697103e+01    1.3107348864e-05
5.6736508684e+01    1.3048219144e-05
5.6693385916e+01    1.2990218451e-05
5.6650328649e+01    1.2933333531e-05
5.6607336735e+01    1.2877551467e-05
5.6564410024e+01    1.2822859670e-05
5.6521548369e+01    1.2769245876e-05
5.6478751621e+01    1.2716698139e-05
5.6436019633e+01    1.2665204822e-05
5.6393352259e+01    1.2614754594e-05
5.6350749352e+01    1.2565336422e-05
5.6308210766e+01    1.2516939569e-05
5.6265736355e+01    1.2469553584e-05
5.6223325975e+01    1.2423168299e-05
5.6180979480e+01    1.2377773828e-05
5.6138696727e+01    1.2333360552e-05
5.6096477571e+01    1.2289919125e-05
5.6054321869e+01    1.2247440464e-05
5.6012229478e+01    1.2205915744e-05
5.5970200257e+01    1.2165336398e-05
5.5928234062e+01    1.2125694107e-05
5.5886330751e+01    1.2086980801e-05
5.5844490185e+01    1.2049188653e-05
5.5802712221e+01    1.2012310077e-05
5.5760996720e+01    1.1976337721e-05
5.5719343542e+01    1.1941264468e-05
5.5677752546e+01    1.1907083429e-05
5.5636223595e+01    1.1873787941e-05
5.5594756548e+01    1.1841371565e-05
5.5553351268e+01    1.1809828084e-05
5.5512007617e+01    1.1779151495e-05
5.5470725458e+01    1.1749336013e-05
5.5429504653e+01    1.1720376065e-05
5.5388345065e+01    1.1692266285e-05
5.5347246559e+01    1.1665001517e-05
5.5306208998e+01    1.1638576811e-05
5.5265232247e+01    1.1612987419e-05
5.5224316171e+01    1.1588228793e-05
5.5183460636e+01    1.1564296585e-05
5.5142665506e+01    1.1541186645e-05
5.5101930649e+01    1.1518895019e-05
5.5061255930e+01    1.1497417945e-05
5.5020641217e+01    1.1476751854e-05
5.4980086377e+01    1.1456893370e-05
5.4939591278e+01    1.1437839304e-05
5.4899155787e+01    1.1419586657e-05
5.4858779774e+01    1.1402132616e-05
5.4818463106e+01    1.1385474555e-05
5.4778205654e+01    1.1369610033e-05
5.4738007287e+01    1.1354536794e-05
5.4697867874e+01    1.1340252763e-05
5.4657787287e+01    1.1326756051e-05
5.4617765397e+01    1.1314044949e-05
5.4577802073e+01    1.1302117931e-05
5.4537897189e+01    1.1290973650e-05
5.4498050615e+01    1.1280610942e-05
5.4458262224e+01    1.1271028822e-05
5.4418531889e+01    1.1262226488e-05
5.4378859483e+01    1.1254203314e-05
5.4339244878e+01    1.1246958858e-05
5.4299687950e+01    1.1240492857e-05
5.4260188572e+01    1.1234805227e-05
5.4220746618e+01    1.1229896069e-05
5.4181361963e+01    1.1225765660e-05
5.4142034484e+01    1.1222414462e-05
5.4102764054e+01    1.1219843117e-05
5.4063550550e+01    1.1218052453e-05
5.4024393849e+01    1.1217043477e-05
5.3985293828e+01    1.1216817383e-05
5.3946250362e+01    1.1217375550e-05
5.3907263330e+01    1.1218719542e-05
5.3868332609e+01    1.1220851111e-05
5.3829458077e+01    1.1223772197e-05
5.3790639613e+01    1.1227484930e-05
5.3751877096e+01    1.1231991630e-05
5.3713170405e+01    1.1237294811e-05
5.3674519419e+01    1.1243397179e-05
5.3635924017e+01    1.1250301639e-05
5.3597384081e+01    1.1258011289e-05
5.3558899491e+01    1.1266529429e-05
5.3520470128e+01    1.1275859562e-05
5.3482095872e+01    1.1286005390e-05
5.3443776605e+01    1.1296970825e-05
5.3405512210e+01    1.1308759984e-05
5.3367302569e+01    1.1321377196e-05
5.3329147563e+01    1.1334827002e-05
5.3291047076e+01    1.4511504335e-05
5.3253000992e+01    1.4544263653e-05
5.3215009193e+01    1.4578018301e-05
5.3177071564e+01    1.4612775357e-05
5.3139187988e+01    1.4648542148e-05
5.3101358352e+01    1.4685326259e-05
5.3063582538e+01    1.4723135530e-05
5.3025860433e+01    1.4761978067e-05
5.2988191922e+01    1.4801862238e-05
5.2950576891e+01    1.4842796687e-05
5.2913015226e+01    1.4884790330e-05
5.2875506814e+01    1.4927852363e-05
5.2838051541e+01    1.4971992268e-05
5.2800649294e+01    1.5017219817e-05
5.2763299962e+01    1.5063545076e-05
5.2726003432e+01    1.5110978413e-05
5.2688759592e+01    1.5159530498e-05
5.2651568330e+01    1.5209212318e-05
5.2614429535e+01    1.5260035172e-05
5.2577343096e+01    1.5312010686e-05
5.2540308903e+01    1.5365150816e-05
5.2503326845e+01    1.5419467854e-05
5.2466396813e+01    1.5474974433e-05
5.2429518696e+01    1.5531683540e-05
5.2392692385e+01    1.5589608517e-05
5.2355917771e+01    1.5648763072e-05
5.2319194745e+01    1.5709161286e-05
5.2282523199e+01    1.5770817621e-05
5.2245903025e+01    1.5833746927e-05
5.2209334115e+01    1.5897964454e-05
5.2172816360e+01    1.1471996443e-05
5.2136349655e+01    1.1563595929e-05
5.2099933891e+01    1.1656327753e-05
5.2063568963e+01    1.1750211081e-05
5.2027254763e+01    1.1845265497e-05
5.1990991187e+01    1.1941511009e-05
5.1954778127e+01    1.2038968060e-05
5.1918615479e+01    1.2137657544e-05
5.1882503137e+01    1.2237600814e-05
5.1846440997e+01    1.2338819696e-05
5.1810428953e+01    1.2441336501e-05
5.1774466902e+01    1.2545174041e-05
5.1738554740e+01    1.2650355638e-05
5.1702692362e+01    1.2756905140e-05
5.1666879666e+01    1.2864846939e-05
5.1631116547e+01    1.2974205980e-05
