# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.3, 'makespec': True, 'units': 'nm', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 30 TDDFT singlet excitations
# Roots were Lorentzian broadened with width 0.3 eV 
# Spectrum generated with 2000 points.
#
# Wavelen. [nm]        Abs. [au]   
#----------------------------------
2.2953820052e+00    1.3075573981e-05
2.2952664302e+00    1.2358828016e-05
2.2951508669e+00    1.1767989571e-05
2.2950353151e+00    1.1281346970e-05
2.2949197750e+00    1.0879139980e-05
2.2948042466e+00    1.0544954707e-05
2.2946887298e+00    1.0265711564e-05
2.2945732245e+00    1.0031179896e-05
2.2944577310e+00    9.8334106898e-06
2.2943422490e+00    9.6662286055e-06
2.2942267787e+00    9.5248194304e-06
2.2941113200e+00    9.4054095669e-06
2.2939958729e+00    9.3050221687e-06
2.2938804374e+00    9.2212932443e-06
2.2937650136e+00    9.4887566310e-06
2.2936496014e+00    9.4361167743e-06
2.2935342007e+00    9.3955408434e-06
2.2934188117e+00    9.3660329611e-06
2.2933034343e+00    9.2780338575e-06
2.2931880686e+00    9.2689971119e-06
2.2930727144e+00    9.2690117451e-06
2.2929573718e+00    9.2776416770e-06
2.2928420408e+00    9.2945355129e-06
2.2927267215e+00    9.3194133881e-06
2.2926114137e+00    9.3520565665e-06
2.2924961175e+00    9.3922991934e-06
2.2923808329e+00    9.4400217443e-06
2.2922655599e+00    9.4951458237e-06
2.2921502985e+00    9.5576300430e-06
2.2920350487e+00    9.6274667765e-06
2.2919198105e+00    9.7046796322e-06
2.2918045839e+00    9.7893215178e-06
2.2916893689e+00    9.8814732028e-06
2.2915741654e+00    9.9812423057e-06
2.2914589735e+00    1.0088762647e-05
2.2913437932e+00    1.0204193923e-05
2.2912286245e+00    1.0327721673e-05
2.2911134674e+00    1.0459557507e-05
2.2909983218e+00    1.0599939579e-05
2.2908831878e+00    1.0749133306e-05
2.2907680654e+00    1.0907432305e-05
2.2906529546e+00    1.1075159568e-05
2.2905378553e+00    1.1252668867e-05
2.2904227676e+00    1.1440346390e-05
2.2903076914e+00    1.1638612640e-05
2.2901926268e+00    1.1847924586e-05
2.2900775738e+00    1.2068778101e-05
2.2899625323e+00    1.2301710703e-05
2.2898475024e+00    1.2547304628e-05
2.2897324841e+00    1.2806190260e-05
2.2896174773e+00    1.3079049966e-05
2.2895024820e+00    1.3366622366e-05
2.2893874983e+00    1.3669707096e-05
2.2892725262e+00    1.3989170110e-05
2.2891575656e+00    1.4325949595e-05
2.2890426165e+00    1.4681062569e-05
2.2889276790e+00    1.5055612242e-05
2.2888127530e+00    1.5450796251e-05
2.2886978386e+00    1.5867915858e-05
2.2885829357e+00    1.6308386275e-05
2.2884680443e+00    1.6773748228e-05
2.2883531645e+00    1.7265680963e-05
2.2882382962e+00    1.7786016880e-05
2.2881234395e+00    1.8336758040e-05
2.2880085943e+00    1.8920094800e-05
2.2878937606e+00    1.9538426919e-05
2.2877789384e+00    2.0194387486e-05
2.2876641277e+00    2.0890870125e-05
2.2875493286e+00    2.1631059979e-05
2.2874345410e+00    2.2418469095e-05
2.2873197649e+00    2.3256976920e-05
2.2872050004e+00    2.4130884456e-05
2.2870902473e+00    2.5085116393e-05
2.2869755058e+00    2.6104788265e-05
2.2868607758e+00    2.7195790139e-05
2.2867460572e+00    2.8364695228e-05
2.2866313502e+00    2.9608972740e-05
2.2865166547e+00    3.0956723251e-05
2.2864019708e+00    3.2407241742e-05
2.2862872983e+00    3.3970975450e-05
2.2861726373e+00    3.5659733074e-05
2.2860579878e+00    3.7486901177e-05
2.2859433498e+00    3.9467701455e-05
2.2858287233e+00    4.1619497811e-05
2.2857141083e+00    4.3962164453e-05
2.2855995048e+00    4.6518529093e-05
2.2854849128e+00    4.9314909046e-05
2.2853703323e+00    5.2381762829e-05
2.2852557633e+00    5.5754486153e-05
2.2851412057e+00    5.9474389408e-05
2.2850266597e+00    6.3589904603e-05
2.2849121251e+00    6.8158084138e-05
2.2847976020e+00    7.3246473017e-05
2.2846830904e+00    7.8935461924e-05
2.2845685902e+00    8.5321263503e-05
2.2844541016e+00    9.2519701495e-05
2.2843396244e+00    1.0067106700e-04
2.2842251587e+00    1.0994638446e-04
2.2841107044e+00    1.2055555091e-04
2.2839962616e+00    1.3280824654e-04
2.2838818303e+00    1.4692731839e-04
2.2837674105e+00    1.6336753526e-04
2.2836530021e+00    1.8264045774e-04
2.2835386052e+00    2.0539694184e-04
2.2834242197e+00    2.3247050900e-04
2.2833098457e+00    2.6493437667e-04
2.2831954832e+00    3.0417489931e-04
2.2830811321e+00    3.5207423212e-04
2.2829667925e+00    4.1074353374e-04
2.2828524643e+00    4.8316021981e-04
2.2827381476e+00    5.7280428564e-04
2.2826238423e+00    6.8350199964e-04
2.2825095485e+00    8.1857888255e-04
2.2823952661e+00    9.7880266265e-04
2.2822809951e+00    1.1584199664e-03
2.2821667356e+00    1.3396161240e-03
2.2820524876e+00    1.4893483034e-03
2.2819382510e+00    1.5670480101e-03
2.2818240258e+00    1.5464955980e-03
2.2817098120e+00    1.4349914945e-03
2.2815956097e+00    1.2676800383e-03
2.2814814188e+00    1.0840300001e-03
2.2813672394e+00    9.1099565157e-04
2.2812530713e+00    7.6082080092e-04
2.2811389147e+00    6.3599488311e-04
2.2810247695e+00    5.3435296424e-04
2.2809106358e+00    4.5220323214e-04
2.2807965134e+00    3.8580266651e-04
2.2806824025e+00    3.3190239143e-04
2.2805683030e+00    2.8786418556e-04
2.2804542149e+00    2.5147695494e-04
2.2803401383e+00    2.2139547841e-04
2.2802260730e+00    1.9623571934e-04
2.2801120192e+00    1.7502983011e-04
2.2799979767e+00    1.5702464196e-04
2.2798839457e+00    1.4163055507e-04
2.2797699261e+00    1.2838285341e-04
2.2796559179e+00    1.1691259290e-04
2.2795419210e+00    1.0692470382e-04
2.2794279356e+00    9.8181475061e-05
2.2793139616e+00    9.0490040454e-05
2.2791999990e+00    8.3692843411e-05
2.2790860478e+00    7.7660325028e-05
2.2789721079e+00    7.2285280042e-05
2.2788581795e+00    6.7478470835e-05
2.2787442624e+00    6.3165196172e-05
2.2786303568e+00    5.9282589162e-05
2.2785164625e+00    5.5777475783e-05
2.2784025796e+00    5.2604667137e-05
2.2782887081e+00    4.9725589463e-05
2.2781748480e+00    4.7107178820e-05
2.2780609992e+00    4.4720984461e-05
2.2779471619e+00    4.2542437767e-05
2.2778333359e+00    4.0091696154e-05
2.2777195213e+00    3.8271498973e-05
2.2776057180e+00    3.6603001140e-05
2.2774919262e+00    3.5072136394e-05
2.2773781457e+00    3.3666602524e-05
2.2772643765e+00    3.2375627038e-05
2.2771506188e+00    3.1189771467e-05
2.2770368724e+00    3.0100767888e-05
2.2769231373e+00    2.9101382561e-05
2.2768094136e+00    2.8185302612e-05
2.2766957013e+00    2.7347042561e-05
2.2765820004e+00    2.6581868244e-05
2.2764683108e+00    2.5885736254e-05
2.2763546325e+00    2.5255247633e-05
2.2762409656e+00    2.4687615034e-05
2.2761273101e+00    2.4180643092e-05
2.2760136659e+00    2.4200764604e-05
2.2759000330e+00    2.3815156175e-05
2.2757864115e+00    2.3487245429e-05
2.2756728014e+00    2.3217297530e-05
2.2755592026e+00    2.3006303425e-05
2.2754456151e+00    2.2856071539e-05
2.2753320389e+00    2.2769353385e-05
2.2752184741e+00    2.2750012576e-05
2.2751049207e+00    2.2803250189e-05
2.2749913786e+00    2.2935904219e-05
2.2748778478e+00    2.3156847267e-05
2.2747643283e+00    2.3477515394e-05
2.2746508202e+00    2.3912612589e-05
2.2745373234e+00    2.4481050193e-05
2.2744238379e+00    2.5207198093e-05
2.2743103637e+00    2.6122541837e-05
2.2741969009e+00    2.7267846994e-05
2.2740834494e+00    2.8695903596e-05
2.2739700092e+00    3.0474795977e-05
2.2738565803e+00    3.2691270215e-05
2.2737431627e+00    3.5452831862e-05
2.2736297565e+00    3.8885058247e-05
2.2735163615e+00    4.3116185555e-05
2.2734029779e+00    4.8233401695e-05
2.2732896056e+00    5.4187080175e-05
2.2731762446e+00    6.0627260301e-05
2.2730628949e+00    6.6725404955e-05
2.2729495565e+00    7.1193107680e-05
2.2728362293e+00    7.2775429078e-05
2.2727229135e+00    7.1058033329e-05
2.2726096090e+00    6.6789960673e-05
2.2724963158e+00    6.1327286885e-05
2.2723830339e+00    5.5856230390e-05
2.2722697633e+00    5.1058334387e-05
2.2721565040e+00    4.7183536140e-05
2.2720432559e+00    4.4237975043e-05
2.2719300192e+00    4.2128081767e-05
2.2718167937e+00    4.0738369020e-05
2.2717035796e+00    3.9964854562e-05
2.2715903767e+00    3.9725932979e-05
2.2714771851e+00    3.9963677796e-05
2.2713640047e+00    4.0641905451e-05
2.2712508357e+00    4.1743734443e-05
2.2711376779e+00    4.3269696404e-05
2.2710245314e+00    4.5236756838e-05
2.2709113962e+00    4.7678355806e-05
2.2707982722e+00    5.0640078067e-05
2.2706851595e+00    5.4203816615e-05
2.2705720581e+00    5.8458587023e-05
2.2704589679e+00    6.3527831105e-05
2.2703458891e+00    6.9571380850e-05
2.2702328214e+00    7.6795666236e-05
2.2701197651e+00    8.5467481567e-05
2.2700067200e+00    9.5932290937e-05
2.2698936861e+00    1.0863804803e-04
2.2697806635e+00    1.2416496936e-04
2.2696676522e+00    1.4325976509e-04
2.2695546521e+00    1.6686752054e-04
2.2694416633e+00    1.9614151760e-04
2.2693286857e+00    2.3238273977e-04
2.2692157194e+00    2.7680483099e-04
2.2691027643e+00    3.2993345489e-04
2.2689898204e+00    3.9039157973e-04
2.2688768878e+00    4.5305544310e-04
2.2687639665e+00    5.0760383410e-04
2.2686510564e+00    5.4016573770e-04
2.2685381575e+00    5.4005201459e-04
2.2684252698e+00    5.0727227215e-04
2.2683123934e+00    4.5252698254e-04
2.2681995283e+00    3.8968460497e-04
2.2680866743e+00    3.2905690234e-04
2.2679738316e+00    2.7575887325e-04
2.2678610001e+00    2.3116188337e-04
2.2677481798e+00    1.9473705192e-04
2.2676353708e+00    1.6526878283e-04
2.2675225730e+00    1.4145457083e-04
2.2674097864e+00    1.2213958520e-04
2.2672970110e+00    1.0637693118e-04
2.2671842469e+00    9.3417697297e-05
2.2670714939e+00    8.2678975332e-05
2.2669587522e+00    7.3709528186e-05
2.2668460217e+00    6.6159892313e-05
2.2667333024e+00    5.9758396622e-05
2.2666205943e+00    5.4292644931e-05
2.2665078974e+00    4.9595470104e-05
2.2663952117e+00    4.5534357274e-05
2.2662825373e+00    4.2003489807e-05
2.2661698740e+00    3.8917754606e-05
2.2660572219e+00    3.6208204807e-05
2.2659445810e+00    3.3818606629e-05
2.2658319514e+00    3.1702795029e-05
2.2657193329e+00    2.9822635429e-05
2.2656067256e+00    2.8146442075e-05
2.2654941295e+00    2.6647742553e-05
2.2653815446e+00    2.5304306363e-05
2.2652689709e+00    2.4097376265e-05
2.2651564084e+00    2.3011056329e-05
2.2650438571e+00    2.2031821926e-05
2.2649313169e+00    2.1148125176e-05
2.2648187879e+00    2.0350075635e-05
2.2647062702e+00    1.9629180643e-05
2.2645937635e+00    1.8978133302e-05
2.2644812681e+00    1.8390638693e-05
2.2643687839e+00    1.7861271029e-05
2.2642563108e+00    1.7385355976e-05
2.2641438489e+00    1.6958873628e-05
2.2640313981e+00    1.6578378546e-05
2.2639189586e+00    1.6240934040e-05
2.2638065302e+00    1.5944058473e-05
2.2636941129e+00    1.5685681811e-05
2.2635817069e+00    1.5464111094e-05
2.2634693120e+00    1.5278003760e-05
2.2633569282e+00    1.5126348096e-05
2.2632445556e+00    1.5008450288e-05
2.2631321942e+00    1.4923927787e-05
2.2630198439e+00    1.4872708919e-05
2.2629075048e+00    1.4855038891e-05
2.2627951768e+00    1.4871492549e-05
2.2626828600e+00    1.4922994535e-05
2.2625705544e+00    1.5010847762e-05
2.2624582598e+00    1.5136771479e-05
2.2623459765e+00    1.5302950667e-05
2.2622337043e+00    1.5512099015e-05
2.2621214432e+00    1.5767538467e-05
2.2620091932e+00    1.6073299238e-05
2.2618969544e+00    1.6434245385e-05
2.2617847268e+00    1.6856232628e-05
2.2616725102e+00    1.7346307218e-05
2.2615603048e+00    1.7912957512e-05
2.2614481106e+00    1.8566433745e-05
2.2613359274e+00    1.9319156698e-05
2.2612237554e+00    2.0186243088e-05
2.2611115946e+00    2.1186185148e-05
2.2609994448e+00    2.2341735009e-05
2.2608873062e+00    2.3681062212e-05
2.2607751787e+00    2.5239275985e-05
2.2606630623e+00    2.7060433633e-05
2.2605509571e+00    2.9200191051e-05
2.2604388629e+00    3.1729284379e-05
2.2603267799e+00    3.4738042332e-05
2.2602147080e+00    3.8342062357e-05
2.2601026472e+00    4.2688908340e-05
2.2599905975e+00    4.7964901103e-05
2.2598785589e+00    5.4399130252e-05
2.2597665315e+00    6.2257489264e-05
2.2596545151e+00    7.1811047334e-05
2.2595425099e+00    8.3250012275e-05
2.2594305157e+00    9.6506455140e-05
2.2593185326e+00    1.1098616805e-04
2.2592065607e+00    1.2536910527e-04
2.2590945998e+00    1.3788443523e-04
2.2589826501e+00    1.4732629984e-04
2.2588707114e+00    1.5410321856e-04
2.2587587839e+00    1.6004394239e-04
2.2586468674e+00    1.6695631735e-04
2.2585349620e+00    1.7516437798e-04
2.2584230677e+00    1.8283622115e-04
2.2583111845e+00    1.8645847837e-04
2.2581993123e+00    1.8273391578e-04
2.2580874513e+00    1.7093192183e-04
2.2579756013e+00    1.5340227853e-04
2.2578637625e+00    1.3376205464e-04
2.2577519347e+00    1.1490056575e-04
2.2576401179e+00    9.8314656914e-05
2.2575283123e+00    8.4421538382e-05
2.2574165177e+00    7.3068354914e-05
2.2573047342e+00    6.3889593313e-05
2.2571929617e+00    5.6489508099e-05
2.2570812004e+00    5.0515222943e-05
2.2569694501e+00    4.4697128558e-05
2.2568577108e+00    4.0772247943e-05
2.2567459827e+00    3.7572997076e-05
2.2566342655e+00    3.4960437339e-05
2.2565225595e+00    3.2827096887e-05
2.2564108645e+00    3.1089697417e-05
2.2562991806e+00    2.9683526033e-05
2.2561875077e+00    2.8558163316e-05
2.2560758459e+00    2.7674269276e-05
2.2559641951e+00    2.7001173512e-05
2.2558525554e+00    2.6515070100e-05
2.2557409267e+00    2.6197666270e-05
2.2556293091e+00    2.6035172949e-05
2.2555177025e+00    2.6017555113e-05
2.2554061069e+00    2.6137982343e-05
2.2552945224e+00    2.6392436651e-05
2.2551829490e+00    2.6779447166e-05
2.2550713866e+00    2.7299930780e-05
2.2549598352e+00    2.7957125247e-05
2.2548482948e+00    2.8756607322e-05
2.2547367655e+00    2.9706393716e-05
2.2546252472e+00    3.0817127565e-05
2.2545137400e+00    3.2102358009e-05
2.2544022438e+00    3.3578925925e-05
2.2542907586e+00    3.5267475129e-05
2.2541792844e+00    3.7193116208e-05
2.2540678213e+00    3.9386279998e-05
2.2539563692e+00    4.1883810726e-05
2.2538449281e+00    4.4730366055e-05
2.2537334980e+00    4.7980214441e-05
2.2536220789e+00    5.1699551631e-05
2.2535106709e+00    5.5969501064e-05
2.2533992739e+00    6.0890021511e-05
2.2532878878e+00    6.6585025540e-05
2.2531765128e+00    7.3209121289e-05
2.2530651488e+00    8.0956536131e-05
2.2529537958e+00    9.0072971179e-05
2.2528424539e+00    1.0087136998e-04
2.2527311229e+00    1.1375283887e-04
2.2526198029e+00    1.2923414100e-04
2.2525084939e+00    1.4798305192e-04
2.2523971960e+00    1.7086178185e-04
2.2522859090e+00    1.9897514988e-04
2.2521746330e+00    2.3371089363e-04
2.2520633680e+00    2.7673743593e-04
2.2519521140e+00    3.2987686224e-04
2.2518408710e+00    3.9468145878e-04
2.2517296390e+00    4.7141728058e-04
2.2516184180e+00    5.5712935919e-04
2.2515072080e+00    6.4299597727e-04
2.2513960089e+00    7.1296934345e-04
2.2512848208e+00    7.4779072608e-04
2.2511736438e+00    7.3561108258e-04
2.2510624777e+00    6.8072364108e-04
2.2509513225e+00    6.0023324133e-04
2.2508401784e+00    5.1276261833e-04
2.2507290452e+00    4.3077944925e-04
2.2506179230e+00    3.5982154975e-04
2.2505068118e+00    3.0091637827e-04
2.2503957115e+00    2.5297119898e-04
2.2502846222e+00    2.1421596852e-04
2.2501735439e+00    1.8287669744e-04
2.2500624766e+00    1.5742065250e-04
2.2499514202e+00    1.3660580286e-04
2.2498403747e+00    1.1945510923e-04
2.2497293403e+00    1.0520971179e-04
2.2496183168e+00    9.3282344902e-05
2.2495073042e+00    8.3217863450e-05
2.2493963026e+00    7.4661969049e-05
2.2492853120e+00    6.7337202521e-05
2.2491743323e+00    6.1024780770e-05
2.2490633635e+00    5.5550930030e-05
2.2489524057e+00    5.0776605018e-05
2.2488414589e+00    4.6589733324e-05
2.2487305230e+00    4.2899337505e-05
2.2486195980e+00    3.9631054700e-05
2.2485086840e+00    3.6723699778e-05
2.2483977810e+00    3.4126611449e-05
2.2482868888e+00    3.1797589084e-05
2.2481760077e+00    2.9701277990e-05
2.2480651374e+00    2.9699782202e-05
2.2479542781e+00    2.8002016425e-05
2.2478434297e+00    2.6460748247e-05
2.2477325922e+00    2.5057640769e-05
2.2476217657e+00    2.3776949689e-05
2.2475109501e+00    2.2605099757e-05
2.2474001454e+00    2.1530339022e-05
2.2472893517e+00    2.0542455144e-05
2.2471785689e+00    1.9632541457e-05
2.2470677970e+00    1.8792803164e-05
2.2469570360e+00    1.8016396027e-05
2.2468462859e+00    1.7297291539e-05
2.2467355468e+00    1.6630163748e-05
2.2466248186e+00    1.6010293873e-05
2.2465141013e+00    1.5433489622e-05
2.2464033948e+00    1.4896016669e-05
2.2462926994e+00    1.4394540277e-05
2.2461820148e+00    1.3926075378e-05
2.2460713411e+00    1.3487943754e-05
2.2459606783e+00    1.3077737186e-05
2.2458500265e+00    1.2693285657e-05
2.2457393855e+00    1.2332629816e-05
2.2456287554e+00    1.1993997082e-05
2.2455181363e+00    1.1675780847e-05
2.2454075280e+00    1.1376522320e-05
2.2452969306e+00    1.1094894651e-05
2.2451863442e+00    1.0829689001e-05
2.2450757686e+00    1.0579802302e-05
2.2449652039e+00    1.0344226473e-05
2.2448546501e+00    1.0122038896e-05
2.2447441072e+00    9.9123939894e-06
2.2446335751e+00    9.7145157434e-06
2.2445230540e+00    9.5276910790e-06
2.2444125437e+00    9.3512639451e-06
2.2443020444e+00    9.1846300513e-06
2.2441915559e+00    9.0272321650e-06
2.2440810782e+00    8.8785559019e-06
2.2439706115e+00    8.7381259541e-06
2.2438601556e+00    8.2721132169e-06
2.2437497106e+00    8.1498778697e-06
2.2436392765e+00    8.0346251916e-06
2.2435288533e+00    7.9260062559e-06
2.2434184409e+00    7.8236973195e-06
2.2433080394e+00    7.7273978050e-06
2.2431976487e+00    7.6368284736e-06
2.2430872689e+00    7.5517297683e-06
2.2429769000e+00    7.4718603112e-06
2.2428665419e+00    7.3969955374e-06
2.2427561947e+00    7.3269264526e-06
2.2426458584e+00    7.2614585017e-06
2.2425355329e+00    7.2004105379e-06
2.2424252182e+00    7.1436138821e-06
2.2423149144e+00    7.0909114637e-06
2.2422046215e+00    7.0421570360e-06
2.2420943394e+00    6.9972144583e-06
2.2419840682e+00    6.9559570391e-06
2.2418738078e+00    6.9182669347e-06
2.2417635583e+00    6.8840345982e-06
2.2416533196e+00    6.8531582746e-06
2.2415430917e+00    6.8255435375e-06
2.2414328747e+00    6.8011028650e-06
2.2413226685e+00    6.7797552498e-06
2.2412124731e+00    6.7614258427e-06
2.2411022886e+00    6.7460456243e-06
2.2409921149e+00    6.7335511057e-06
2.2408819521e+00    6.7238840526e-06
2.2407718001e+00    6.7169912341e-06
2.2406616589e+00    6.7128241921e-06
2.2405515285e+00    6.7113390309e-06
2.2404414090e+00    6.7124962253e-06
2.2403313003e+00    6.7162604456e-06
2.2402212024e+00    6.7226003997e-06
2.2401111153e+00    6.7314886887e-06
2.2400010391e+00    6.7429016776e-06
2.2398909736e+00    6.7568193793e-06
2.2397809190e+00    6.7732253504e-06
2.2396708752e+00    6.7921065994e-06
2.2395608422e+00    6.8134535061e-06
2.2394508201e+00    8.2818307114e-06
2.2393408087e+00    8.3213100048e-06
2.2392308081e+00    8.3634278515e-06
2.2391208184e+00    8.4081908773e-06
2.2390108394e+00    8.4556089049e-06
2.2389008713e+00    8.5056949330e-06
2.2387909139e+00    8.5584651243e-06
2.2386809674e+00    8.6139388025e-06
2.2385710316e+00    8.6721384572e-06
2.2384611067e+00    8.7330897574e-06
2.2383511925e+00    8.7968215731e-06
2.2382412892e+00    8.8633660049e-06
2.2381313966e+00    8.9327584229e-06
2.2380215148e+00    9.0050375127e-06
2.2379116438e+00    9.0802453303e-06
2.2378017836e+00    9.1584273662e-06
2.2376919342e+00    9.2396326173e-06
2.2375820956e+00    9.3239136685e-06
2.2374722677e+00    9.4113267830e-06
2.2373624507e+00    9.5019320026e-06
2.2372526444e+00    9.5957932578e-06
2.2371428489e+00    9.6929784877e-06
2.2370330641e+00    9.7935597712e-06
2.2369232902e+00    9.8976134691e-06
2.2368135270e+00    1.0005220378e-05
2.2367037746e+00    1.0116465896e-05
2.2365940329e+00    1.0231440203e-05
2.2364843020e+00    1.0350238451e-05
2.2363745819e+00    1.0472960975e-05
2.2362648726e+00    1.0599713512e-05
2.2361551740e+00    1.0730607442e-05
2.2360454862e+00    1.0865760043e-05
2.2359358091e+00    1.1005294766e-05
2.2358261428e+00    1.1149341527e-05
2.2357164873e+00    1.1298037026e-05
2.2356068425e+00    1.1451525080e-05
2.2354972084e+00    1.1609956985e-05
2.2353875851e+00    1.1773491906e-05
2.2352779726e+00    1.1942297285e-05
2.2351683708e+00    1.2116549291e-05
2.2350587798e+00    1.2296433290e-05
2.2349491995e+00    1.2482144357e-05
2.2348396300e+00    1.2673887824e-05
2.2347300711e+00    1.2871879861e-05
2.2346205231e+00    1.3076348106e-05
2.2345109858e+00    1.3237748589e-05
2.2344014592e+00    1.3456347609e-05
2.2342919433e+00    1.3682175597e-05
2.2341824382e+00    1.3915513437e-05
2.2340729438e+00    1.4156657394e-05
2.2339634602e+00    1.4405920085e-05
2.2338539873e+00    1.4663631518e-05
2.2337445251e+00    1.4839340487e-05
2.2336350736e+00    1.5115829164e-05
2.2335256329e+00    1.5401861775e-05
2.2334162029e+00    1.5697850278e-05
2.2333067836e+00    1.6004230619e-05
2.2331973750e+00    1.6321464386e-05
2.2330879772e+00    1.6650040601e-05
2.2329785900e+00    1.6990477667e-05
2.2328692136e+00    1.7343325474e-05
2.2327598479e+00    1.7709167693e-05
2.2326504929e+00    1.8088624263e-05
2.2325411487e+00    1.8482354096e-05
2.2324318151e+00    1.8891058033e-05
2.2323224922e+00    1.9315482052e-05
2.2322131801e+00    1.9756420781e-05
2.2321038786e+00    2.0214721330e-05
2.2319945879e+00    2.0691287482e-05
2.2318853078e+00    2.1187084280e-05
2.2317760385e+00    2.1703143067e-05
2.2316667799e+00    2.2240566999e-05
2.2315575319e+00    2.2800537119e-05
2.2314482947e+00    2.3384319033e-05
2.2313390681e+00    2.3993270264e-05
2.2312298522e+00    2.4628848371e-05
2.2311206471e+00    2.5292619911e-05
2.2310114526e+00    2.5986270360e-05
2.2309022688e+00    2.6711615098e-05
2.2307930957e+00    2.7470611606e-05
2.2306839333e+00    2.8265373012e-05
2.2305747815e+00    2.9098183174e-05
2.2304656405e+00    2.9971513491e-05
2.2303565101e+00    3.0888041686e-05
2.2302473904e+00    3.1850672803e-05
2.2301382813e+00    3.2862562755e-05
2.2300291830e+00    3.3927144753e-05
2.2299200953e+00    3.5048159040e-05
2.2298110183e+00    3.6229686406e-05
2.2297019520e+00    3.7476186040e-05
2.2295928963e+00    3.8792538370e-05
2.2294838513e+00    4.0184093662e-05
2.2293748170e+00    4.1656727257e-05
2.2292657933e+00    4.3216902528e-05
2.2291567803e+00    4.4871742775e-05
2.2290477780e+00    4.6629113561e-05
2.2289387863e+00    4.8497717229e-05
2.2288298053e+00    5.0487201709e-05
2.2287208349e+00    5.2608286111e-05
2.2286118752e+00    5.4872906115e-05
2.2285029261e+00    5.7294382793e-05
2.2283939877e+00    5.9887619237e-05
2.2282850599e+00    6.2669330326e-05
2.2281761428e+00    6.5658312108e-05
2.2280672364e+00    6.8875758756e-05
2.2279583406e+00    7.2345636835e-05
2.2278494554e+00    7.6095128953e-05
2.2277405808e+00    8.0155161716e-05
2.2276317170e+00    8.4561036622e-05
2.2275228637e+00    8.9353187211e-05
2.2274140211e+00    9.4578091819e-05
2.2273051891e+00    1.0028937908e-04
2.2271963678e+00    1.0654917346e-04
2.2270875571e+00    1.1342974118e-04
2.2269787570e+00    1.2054960475e-04
2.2268699675e+00    1.2894387564e-04
2.2267611887e+00    1.3825928258e-04
2.2266524205e+00    1.4863439046e-04
2.2265436629e+00    1.6023434837e-04
2.2264349160e+00    1.7325710491e-04
2.2263261797e+00    1.8794133563e-04
2.2262174540e+00    2.0457662198e-04
2.2261087389e+00    2.2351660971e-04
2.2260000344e+00    2.4519613271e-04
2.2258913406e+00    2.7015364127e-04
2.2257826573e+00    2.9906075252e-04
2.2256739847e+00    3.3276137964e-04
2.2255653227e+00    3.7232372134e-04
2.2254566713e+00    4.1910938813e-04
2.2253480305e+00    4.7486496666e-04
2.2252394003e+00    5.4184190699e-04
2.2251307808e+00    6.2294948504e-04
2.2250221718e+00    7.2193957845e-04
2.2249135734e+00    8.4360369867e-04
2.2248049856e+00    9.9391576441e-04
2.2246964084e+00    1.1799450574e-03
2.2245878419e+00    1.4091346292e-03
2.2244792859e+00    1.6871292032e-03
2.2243707405e+00    2.0128330224e-03
2.2242622057e+00    2.3695541461e-03
2.2241536815e+00    2.7142539323e-03
2.2240451679e+00    2.9754472569e-03
2.2239366648e+00    3.0766599844e-03
2.2238281724e+00    2.9827559569e-03
2.2237196905e+00    2.7266302358e-03
2.2236112193e+00    2.3841276210e-03
2.2235027586e+00    2.0275047933e-03
2.2233943085e+00    1.7008811238e-03
2.2232858689e+00    1.4217103279e-03
2.2231774400e+00    1.1914686557e-03
2.2230690216e+00    1.0046466976e-03
2.2229606138e+00    8.5381739183e-04
2.2228522165e+00    7.3188150616e-04
2.2227438299e+00    6.3282383464e-04
2.2226354538e+00    5.5181403382e-04
2.2225270883e+00    4.8506810019e-04
2.2224187333e+00    4.2965172491e-04
2.2223103889e+00    3.8329458851e-04
2.2222020551e+00    3.4423619567e-04
2.2220937318e+00    3.1110488849e-04
2.2219854191e+00    2.8282538911e-04
2.2218771169e+00    2.5854898635e-04
2.2217688254e+00    2.3760103248e-04
2.2216605443e+00    2.1944143648e-04
2.2215522738e+00    2.0363483966e-04
2.2214440139e+00    1.8982799139e-04
2.2213357645e+00    1.7773248764e-04
2.2212275257e+00    1.6711151923e-04
2.2211192974e+00    1.5776963336e-04
2.2210110797e+00    1.4954477339e-04
2.2209028725e+00    1.4230205224e-04
2.2207946758e+00    1.3592885420e-04
2.2206864897e+00    1.3033096192e-04
2.2205783141e+00    1.2542948072e-04
2.2204701491e+00    1.2115838773e-04
2.2203619946e+00    1.1746257493e-04
2.2202538507e+00    1.1429628637e-04
2.2201457172e+00    1.1162187337e-04
2.2200375943e+00    1.0940880923e-04
2.2199294820e+00    1.0763291937e-04
2.2198213801e+00    1.0627579324e-04
2.2197132888e+00    1.0532435361e-04
2.2196052081e+00    1.0477056542e-04
2.2194971378e+00    1.0461127314e-04
2.2193890781e+00    1.0484816061e-04
2.2192810289e+00    1.0548783250e-04
2.2191729902e+00    1.0654202192e-04
2.2190649620e+00    1.0802793368e-04
2.2189569444e+00    1.0996873924e-04
2.2188489372e+00    1.1239424600e-04
2.2187409406e+00    1.1534177278e-04
