# ================================
#  NWChem spectrum parser ver 2.1
# ================================
# 
# Parser runtime options: {'verbose': False, 'datafmt': 'auto', 'header': True, 'delim': '    ', 'width': 0.3, 'makespec': True, 'units': 'nm', 'nbin': 20, 'npoints': 2000, 'cchar': '#'}
#
# The input appears to contain TDDFT data.
# Successfully parsed 30 TDDFT singlet excitations
# Roots were Lorentzian broadened with width 0.3 eV 
# Spectrum generated with 2000 points.
#
# Wavelen. [nm]        Abs. [au]   
#----------------------------------
2.2186329545e+00    1.1885727364e-04
2.2185249789e+00    1.2299676643e-04
2.2184170138e+00    1.2782814037e-04
2.2183090592e+00    1.3343344054e-04
2.2182011151e+00    1.3991175876e-04
2.2180931816e+00    1.4738290251e-04
2.2179852585e+00    1.5599207032e-04
2.2178773459e+00    1.6591583962e-04
2.2177694439e+00    1.7736987795e-04
2.2176615523e+00    1.9061893326e-04
2.2175536712e+00    2.0598985593e-04
2.2174458007e+00    2.2388867542e-04
2.2173379406e+00    2.4482312018e-04
2.2172300910e+00    2.6943245684e-04
2.2171222519e+00    2.9852715207e-04
2.2170144233e+00    3.3314161311e-04
2.2169066052e+00    3.7460402499e-04
2.2167987975e+00    4.2462769840e-04
2.2166910004e+00    4.8542735748e-04
2.2165832137e+00    5.5985892809e-04
2.2164754375e+00    6.5156679631e-04
2.2163676718e+00    7.6508532369e-04
2.2162599166e+00    9.0575554318e-04
2.2161521718e+00    1.0791388054e-03
2.2160444376e+00    1.2892920821e-03
2.2159367138e+00    1.5348978239e-03
2.2158290004e+00    1.8024468094e-03
2.2157212976e+00    2.0582608377e-03
2.2156136052e+00    2.2477386818e-03
2.2155059233e+00    2.3143582373e-03
2.2153982518e+00    2.2346697469e-03
2.2152905908e+00    2.0362193674e-03
2.2151829403e+00    1.7766803501e-03
2.2150753003e+00    1.5092446821e-03
2.2149676707e+00    1.2656158835e-03
2.2148600515e+00    1.0579112671e-03
2.2147524428e+00    8.8675338031e-04
2.2146448446e+00    7.4783846391e-04
2.2145372568e+00    6.3557654996e-04
2.2144296795e+00    5.4468200868e-04
2.2143221126e+00    4.7069664267e-04
2.2142145562e+00    4.1004777799e-04
2.2141070102e+00    3.5993898001e-04
2.2139994747e+00    3.1820209131e-04
2.2138919496e+00    2.8315914688e-04
2.2137844350e+00    2.5350829061e-04
2.2136769308e+00    2.2823444308e-04
2.2135694370e+00    2.0654110349e-04
2.2134619537e+00    1.8779887269e-04
2.2133544808e+00    1.7150673857e-04
2.2132470184e+00    1.5726293624e-04
2.2131395664e+00    1.4474293911e-04
2.2130321248e+00    1.3368275201e-04
2.2129246937e+00    1.2386615354e-04
2.2128172730e+00    1.1511489107e-04
2.2127098627e+00    1.0728109451e-04
2.2126024628e+00    1.0024136704e-04
2.2124950734e+00    9.3892151269e-05
2.2123876944e+00    8.8146071557e-05
2.2122803258e+00    8.2929028359e-05
2.2121729676e+00    7.8177875649e-05
2.2120656199e+00    7.3838553290e-05
2.2119582826e+00    6.9864576557e-05
2.2118509556e+00    6.6215807754e-05
2.2117436391e+00    6.2857451920e-05
2.2116363331e+00    5.9759231556e-05
2.2115290374e+00    5.6894705140e-05
2.2114217521e+00    5.4240701744e-05
2.2113144773e+00    5.1776849863e-05
2.2112072128e+00    4.9485183063e-05
2.2110999588e+00    4.7349808565e-05
2.2109927152e+00    4.5356627605e-05
2.2108854819e+00    4.3493098606e-05
2.2107782591e+00    4.1748035851e-05
2.2106710467e+00    4.0111437747e-05
2.2105638446e+00    3.8574339844e-05
2.2104566530e+00    3.7128688615e-05
2.2103494717e+00    3.5767232746e-05
2.2102423009e+00    3.4483429209e-05
2.2101351404e+00    3.3271361885e-05
2.2100279904e+00    3.2125670864e-05
2.2099208507e+00    3.1041490841e-05
2.2098137214e+00    3.0014397325e-05
2.2097066025e+00    2.9040359526e-05
2.2095994940e+00    2.8115699008e-05
2.2094923958e+00    2.7237053313e-05
2.2093853081e+00    2.6401343888e-05
2.2092782307e+00    2.5605747739e-05
2.2091711637e+00    2.4847672332e-05
2.2090641071e+00    2.4124733323e-05
2.2089570608e+00    2.3434734754e-05
2.2088500250e+00    2.2775651416e-05
2.2087429995e+00    2.2145613106e-05
2.2086359843e+00    2.1542890554e-05
2.2085289796e+00    2.1196451061e-05
2.2084219852e+00    2.3932910611e-05
2.2083150012e+00    2.3435193186e-05
2.2082080275e+00    2.2959494171e-05
2.2081010642e+00    2.2504631869e-05
2.2079941113e+00    2.2069506796e-05
2.2078871687e+00    2.1653094956e-05
2.2077802365e+00    2.1254441753e-05
2.2076733146e+00    2.0872656472e-05
2.2075664031e+00    2.0506907272e-05
2.2074595020e+00    2.0156416629e-05
2.2073526112e+00    1.9820457191e-05
2.2072457308e+00    1.9498348004e-05
2.2071388607e+00    1.9189451068e-05
2.2070320009e+00    1.8893168184e-05
2.2069251515e+00    1.8608938085e-05
2.2068183125e+00    1.8336233794e-05
2.2067114838e+00    1.8074560217e-05
2.2066046654e+00    1.7823451923e-05
2.2064978574e+00    1.7582471117e-05
2.2063910597e+00    1.7351205764e-05
2.2062842723e+00    1.7129267878e-05
2.2061774953e+00    1.6916291932e-05
2.2060707286e+00    1.6711933402e-05
2.2059639723e+00    1.6515867421e-05
2.2058572263e+00    1.6327787536e-05
2.2057504906e+00    1.6147404559e-05
2.2056437653e+00    1.5974445507e-05
2.2055370502e+00    1.5808652619e-05
2.2054303455e+00    1.5649782445e-05
2.2053236512e+00    1.5497605006e-05
2.2052169671e+00    1.5351903008e-05
2.2051102934e+00    1.5212471124e-05
2.2050036300e+00    1.5079115311e-05
2.2048969769e+00    1.4951652196e-05
2.2047903341e+00    1.4829908485e-05
2.2046837016e+00    1.4713720430e-05
2.2045770795e+00    1.4602933324e-05
2.2044704676e+00    1.4497401032e-05
2.2043638661e+00    1.4396985560e-05
2.2042572749e+00    1.4301556646e-05
2.2041506940e+00    1.4210991389e-05
2.2040441234e+00    1.4125173891e-05
2.2039375631e+00    1.4043994935e-05
2.2038310131e+00    1.3967351679e-05
2.2037244734e+00    1.3895147373e-05
2.2036179440e+00    1.3827291095e-05
2.2035114249e+00    1.3763697507e-05
2.2034049162e+00    1.3704286625e-05
2.2032984177e+00    1.3648983606e-05
2.2031919295e+00    1.3597718556e-05
2.2030854515e+00    1.3550426341e-05
2.2029789839e+00    1.3507046419e-05
2.2028725266e+00    1.3467522687e-05
2.2027660796e+00    1.3431803332e-05
2.2026596428e+00    1.3399840697e-05
2.2025532163e+00    1.3371591160e-05
2.2024468002e+00    1.3347015022e-05
2.2023403942e+00    1.3326076398e-05
2.2022339986e+00    1.3308743131e-05
2.2021276133e+00    1.3294986700e-05
2.2020212382e+00    1.3284782146e-05
2.2019148734e+00    1.3278108002e-05
2.2018085189e+00    1.3274946236e-05
2.2017021747e+00    1.3275282191e-05
2.2015958407e+00    1.3279104545e-05
2.2014895170e+00    1.3286405268e-05
2.2013832036e+00    1.3297179591e-05
2.2012769004e+00    1.3311425983e-05
2.2011706076e+00    1.3329146128e-05
2.2010643249e+00    1.3350344918e-05
2.2009580526e+00    1.3375030442e-05
2.2008517905e+00    1.3403213992e-05
2.2007455386e+00    1.3434910067e-05
2.2006392970e+00    1.3470136386e-05
2.2005330657e+00    1.3508913910e-05
2.2004268446e+00    1.3551266868e-05
2.2003206338e+00    1.3597222789e-05
2.2002144333e+00    1.1738804048e-05
2.2001082429e+00    1.1809203226e-05
2.2000020629e+00    1.1883078267e-05
2.1998958931e+00    1.1960474451e-05
2.1997897335e+00    1.2041440536e-05
2.1996835842e+00    1.2126028826e-05
2.1995774451e+00    1.2214295262e-05
2.1994713163e+00    1.2306299509e-05
2.1993651977e+00    1.2402105055e-05
2.1992590893e+00    1.2501779324e-05
2.1991529912e+00    1.2605393784e-05
2.1990469033e+00    1.2713024079e-05
2.1989408257e+00    1.2824750160e-05
2.1988347582e+00    1.2940656431e-05
2.1987287011e+00    1.3060831901e-05
2.1986226541e+00    1.3185370351e-05
2.1985166174e+00    1.3314370512e-05
2.1984105909e+00    1.3447936250e-05
2.1983045746e+00    1.3586176771e-05
2.1981985686e+00    1.3729206831e-05
2.1980925728e+00    1.3877146969e-05
2.1979865872e+00    1.4030123749e-05
2.1978806118e+00    1.4188270016e-05
2.1977746466e+00    1.4351725177e-05
2.1976686917e+00    1.4520635493e-05
2.1975627469e+00    1.4695154390e-05
2.1974568124e+00    1.4875442793e-05
2.1973508881e+00    1.5061669482e-05
2.1972449740e+00    1.5254011468e-05
2.1971390702e+00    1.5452654394e-05
2.1970331765e+00    1.5657792966e-05
2.1969272930e+00    1.5869631405e-05
2.1968214198e+00    1.6088383935e-05
2.1967155567e+00    1.6314275299e-05
2.1966097039e+00    1.6547541316e-05
2.1965038612e+00    1.6788429461e-05
2.1963980288e+00    1.7037199503e-05
2.1962922065e+00    1.7294124169e-05
2.1961863944e+00    1.7559489860e-05
2.1960805926e+00    1.7833597423e-05
2.1959748009e+00    1.8116762961e-05
2.1958690194e+00    1.8409318713e-05
2.1957632481e+00    1.8711613986e-05
2.1956574870e+00    1.9024016162e-05
2.1955517361e+00    1.9346911770e-05
2.1954459954e+00    1.9680707634e-05
2.1953402649e+00    2.0025832111e-05
2.1952345445e+00    2.0382736418e-05
2.1951288343e+00    2.0751896047e-05
2.1950231344e+00    2.1133812305e-05
2.1949174445e+00    2.1529013949e-05
2.1948117649e+00    2.1938058962e-05
2.1947060954e+00    2.2361536458e-05
2.1946004362e+00    2.2800068735e-05
2.1944947870e+00    2.3254313494e-05
2.1943891481e+00    2.3724966227e-05
2.1942835193e+00    2.4212762807e-05
2.1941779007e+00    2.4718482277e-05
2.1940722923e+00    2.5242949878e-05
2.1939666940e+00    2.5787040323e-05
2.1938611059e+00    2.6351681346e-05
2.1937555280e+00    2.6937857558e-05
2.1936499602e+00    2.7546614628e-05
2.1935444026e+00    2.8179063835e-05
2.1934388551e+00    2.8836387015e-05
2.1933333178e+00    2.9519841956e-05
2.1932277906e+00    3.0230768276e-05
2.1931222736e+00    3.0970593842e-05
2.1930167668e+00    3.1740841780e-05
2.1929112701e+00    3.2543138153e-05
2.1928057835e+00    3.3379220362e-05
2.1927003072e+00    3.4250946357e-05
2.1925948409e+00    3.5160304759e-05
2.1924893848e+00    3.6109425975e-05
2.1923839388e+00    3.7100594438e-05
2.1922785030e+00    3.8136262094e-05
2.1921730773e+00    3.9219063285e-05
2.1920676618e+00    4.0351831195e-05
2.1919622564e+00    4.0107205484e-05
2.1918568611e+00    4.1362141853e-05
2.1917514760e+00    4.2676757375e-05
2.1916461010e+00    4.4054886635e-05
2.1915407361e+00    4.5500676338e-05
2.1914353814e+00    4.7018616207e-05
2.1913300368e+00    4.8613573498e-05
2.1912247023e+00    5.0290831626e-05
2.1911193780e+00    5.2056133460e-05
2.1910140637e+00    5.3915729949e-05
2.1909087596e+00    5.5876434843e-05
2.1908034656e+00    5.7945686378e-05
2.1906981818e+00    6.0131616975e-05
2.1905929080e+00    6.2443132139e-05
2.1904876444e+00    6.4889999988e-05
2.1903823909e+00    6.7482953048e-05
2.1902771475e+00    7.0233804288e-05
2.1901719142e+00    7.3155579690e-05
2.1900666910e+00    7.6262670092e-05
2.1899614780e+00    7.9571005567e-05
2.1898562750e+00    8.3098256199e-05
2.1897510822e+00    8.6864063919e-05
2.1896458994e+00    9.0890310966e-05
2.1895407268e+00    9.5201431688e-05
2.1894355643e+00    9.9824775832e-05
2.1893304118e+00    1.0479103318e-04
2.1892252695e+00    1.1013473155e-04
2.1891201373e+00    1.1589482298e-04
2.1890150151e+00    1.2211537605e-04
2.1889099031e+00    1.2884639690e-04
2.1888048011e+00    1.3614480659e-04
2.1886997093e+00    1.4407560942e-04
2.1885946275e+00    1.5271329559e-04
2.1884895559e+00    1.6214353278e-04
2.1883844943e+00    1.7246521572e-04
2.1882794428e+00    1.8379296180e-04
2.1881744014e+00    1.9626016520e-04
2.1880693700e+00    2.1002275473e-04
2.1879643488e+00    2.2526384293e-04
2.1878593376e+00    2.4219951139e-04
2.1877543365e+00    2.6108605320e-04
2.1876493455e+00    2.8222909578e-04
2.1875443646e+00    3.0599516668e-04
2.1874393937e+00    3.3282645267e-04
2.1873344329e+00    3.6325976086e-04
2.1872294822e+00    3.9795104262e-04
2.1871245416e+00    4.3770732450e-04
2.1870196110e+00    4.8352855042e-04
2.1869146905e+00    5.3666273437e-04
2.1868097801e+00    5.9867901455e-04
2.1867048797e+00    6.7156473251e-04
2.1865999894e+00    7.5785449510e-04
2.1864951092e+00    8.6080102514e-04
2.1863902390e+00    9.8459853382e-04
2.1862853789e+00    1.1346668419e-03
2.1861805288e+00    1.3179923439e-03
2.1860756888e+00    1.5434857209e-03
2.1859708588e+00    1.8222243190e-03
2.1858660389e+00    2.1672351497e-03
2.1857612291e+00    2.5920335729e-03
2.1856564293e+00    3.1063570546e-03
2.1855516395e+00    3.7066403553e-03
2.1854468598e+00    4.3593459414e-03
2.1853420901e+00    4.9817087918e-03
2.1852373305e+00    5.4405217087e-03
2.1851325810e+00    5.5990657216e-03
2.1850278414e+00    5.4019222366e-03
2.1849231120e+00    4.9172813534e-03
2.1848183925e+00    4.2855365224e-03
2.1847136831e+00    3.6355668464e-03
2.1846089837e+00    3.0439642743e-03
2.1845042944e+00    2.5398758308e-03
2.1843996151e+00    2.1246606421e-03
2.1842949458e+00    1.7877939221e-03
2.1841902866e+00    1.5156681621e-03
2.1840856373e+00    1.2954337798e-03
2.1839809981e+00    1.1162587186e-03
2.1838763690e+00    9.6946469765e-04
2.1837717498e+00    8.4825977221e-04
2.1836671407e+00    7.4737819407e-04
2.1835625416e+00    6.6274477478e-04
2.1834579526e+00    5.9119774182e-04
2.1833533735e+00    5.3027177794e-04
2.1832488045e+00    4.7803240747e-04
2.1831442455e+00    4.3295099295e-04
2.1830396965e+00    3.9381072271e-04
2.1829351575e+00    3.5963584725e-04
2.1828306285e+00    3.2963822985e-04
2.1827261095e+00    3.0317677148e-04
2.1826216005e+00    2.7972642515e-04
2.1825171016e+00    2.5885438021e-04
2.1824126126e+00    2.4020163500e-04
2.1823081337e+00    2.2346864211e-04
2.1822036648e+00    2.0840405126e-04
2.1820992058e+00    1.9479582330e-04
2.1819947569e+00    1.8246417076e-04
2.1818903179e+00    1.7125591498e-04
2.1817858890e+00    1.6103994826e-04
2.1816814700e+00    1.5170356380e-04
2.1815770611e+00    1.4314947101e-04
2.1814726621e+00    1.3529335518e-04
2.1813682732e+00    1.2806187225e-04
2.1812638942e+00    1.2139099286e-04
2.1811595252e+00    1.1522462860e-04
2.1810551662e+00    1.0951348715e-04
2.1809508172e+00    1.0421411410e-04
2.1808464781e+00    9.9288087716e-05
2.1807421491e+00    9.4701339565e-05
2.1806378300e+00    9.0423579108e-05
2.1805335209e+00    8.6427804634e-05
2.1804292218e+00    8.2689886081e-05
2.1803249327e+00    7.9188208006e-05
2.1802206535e+00    7.5903363032e-05
2.1801163843e+00    7.2817887822e-05
2.1800121251e+00    6.9916035002e-05
2.1799078759e+00    6.7183575567e-05
2.1798036366e+00    6.4607627225e-05
2.1796994073e+00    6.2176504870e-05
2.1795951880e+00    5.9879590000e-05
2.1794909786e+00    5.7707216399e-05
2.1793867792e+00    5.5650569806e-05
2.1792825898e+00    5.3701599667e-05
2.1791784103e+00    5.1852941332e-05
2.1790742408e+00    5.0097847320e-05
2.1789700812e+00    4.8430126459e-05
2.1788659316e+00    4.6844089899e-05
2.1787617920e+00    4.5334503121e-05
2.1786576623e+00    4.3896543192e-05
2.1785535425e+00    4.2525760637e-05
2.1784494327e+00    4.1218045348e-05
2.1783453329e+00    3.9969596069e-05
2.1782412430e+00    3.8776893021e-05
2.1781371631e+00    3.7636673314e-05
2.1780330931e+00    3.6545908820e-05
2.1779290330e+00    3.5501786235e-05
2.1778249829e+00    3.4501689089e-05
2.1777209427e+00    3.3543181473e-05
2.1776169125e+00    3.2623993329e-05
2.1775128922e+00    3.1742007101e-05
2.1774088819e+00    3.0895245628e-05
2.1773048815e+00    3.0081861142e-05
2.1772008910e+00    2.9300125255e-05
2.1770969104e+00    2.8548419838e-05
2.1769929398e+00    2.7825228698e-05
2.1768889791e+00    2.7129129984e-05
2.1767850284e+00    2.6458789241e-05
2.1766810875e+00    2.5812953047e-05
2.1765771566e+00    2.5190443194e-05
2.1764732356e+00    2.4590151341e-05
2.1763693246e+00    2.4011034106e-05
2.1762654234e+00    2.3452108562e-05
2.1761615322e+00    2.2912448083e-05
2.1760576509e+00    2.2391178523e-05
2.1759537795e+00    2.1887474700e-05
2.1758499181e+00    2.1400557136e-05
2.1757460665e+00    2.0929689064e-05
2.1756422249e+00    2.0474173652e-05
2.1755383932e+00    2.0033351433e-05
2.1754345713e+00    1.9606597933e-05
2.1753307594e+00    1.9193321468e-05
2.1752269574e+00    1.8792961098e-05
2.1751231653e+00    1.8404984739e-05
2.1750193832e+00    1.8028887393e-05
2.1749156109e+00    1.7664189520e-05
2.1748118485e+00    1.7310435511e-05
2.1747080960e+00    1.6967192268e-05
2.1746043534e+00    1.6634047890e-05
2.1745006207e+00    1.6310610436e-05
2.1743968979e+00    1.5996506778e-05
2.1742931850e+00    1.5691381531e-05
2.1741894820e+00    1.5394896048e-05
2.1740857889e+00    1.5106727485e-05
2.1739821057e+00    1.4826567924e-05
2.1738784324e+00    1.4554123557e-05
2.1737747689e+00    1.4289113911e-05
2.1736711154e+00    1.4031271135e-05
2.1735674717e+00    1.3780339324e-05
2.1734638379e+00    1.3536073882e-05
2.1733602140e+00    1.3298240932e-05
2.1732566000e+00    1.3066616756e-05
2.1731529958e+00    1.2840987271e-05
2.1730494015e+00    1.2621147536e-05
2.1729458171e+00    1.2406901284e-05
2.1728422426e+00    1.2198060494e-05
2.1727386780e+00    1.1994444969e-05
2.1726351232e+00    1.1795881956e-05
2.1725315783e+00    1.1602205778e-05
2.1724280432e+00    1.1413257487e-05
2.1723245181e+00    1.1228884542e-05
2.1722210028e+00    1.1048940503e-05
2.1721174973e+00    1.0873284734e-05
2.1720140018e+00    1.0701782138e-05
2.1719105160e+00    1.0534302891e-05
2.1718070402e+00    1.0370722199e-05
2.1717035742e+00    1.0210920067e-05
2.1716001181e+00    1.0054781078e-05
2.1714966718e+00    9.9021941884e-06
2.1713932354e+00    9.7530525245e-06
2.1712898088e+00    9.6072532019e-06
2.1711863921e+00    9.4646971459e-06
2.1710829852e+00    9.3252889233e-06
2.1709795882e+00    9.1889365838e-06
2.1708762010e+00    9.0555515085e-06
2.1707728237e+00    8.9250482657e-06
2.1706694562e+00    8.7973444749e-06
2.1705660986e+00    8.6723606770e-06
2.1704627508e+00    8.5500202105e-06
2.1703594129e+00    8.4302490949e-06
2.1702560848e+00    8.3129759182e-06
2.1701527665e+00    8.1981317312e-06
2.1700494580e+00    8.0856499464e-06
2.1699461594e+00    7.9754662413e-06
2.1698428707e+00    7.8675184667e-06
2.1697395917e+00    7.7617465593e-06
2.1696363226e+00    7.6580924584e-06
2.1695330634e+00    7.5565000261e-06
2.1694298139e+00    7.4569149714e-06
2.1693265743e+00    7.3592847783e-06
2.1692233445e+00    7.2635586358e-06
2.1691201246e+00    7.1696873727e-06
2.1690169144e+00    7.0776233942e-06
2.1689137141e+00    6.9873206217e-06
2.1688105236e+00    6.8987344350e-06
2.1687073429e+00    6.8118216178e-06
2.1686041720e+00    6.7265403046e-06
2.1685010110e+00    6.6428499305e-06
2.1683978597e+00    6.5607111832e-06
2.1682947183e+00    6.4800859566e-06
2.1681915867e+00    6.4009373068e-06
2.1680884649e+00    6.3232294099e-06
2.1679853529e+00    6.2469275216e-06
2.1678822507e+00    6.1719979381e-06
2.1677791583e+00    6.0984079592e-06
2.1676760758e+00    6.0261258526e-06
2.1675730030e+00    5.9551208196e-06
2.1674699400e+00    5.8853629626e-06
2.1673668868e+00    5.8168232535e-06
2.1672638435e+00    5.7494735035e-06
2.1671608099e+00    5.6832863344e-06
2.1670577861e+00    5.6182351503e-06
2.1669547721e+00    5.5542941115e-06
2.1668517679e+00    5.4914381086e-06
2.1667487735e+00    5.4296427378e-06
2.1666457889e+00    5.3688842774e-06
2.1665428141e+00    5.3091396649e-06
2.1664398491e+00    5.2503864754e-06
2.1663368938e+00    5.1926029002e-06
2.1662339484e+00    5.1357677270e-06
2.1661310127e+00    5.0798603200e-06
2.1660280868e+00    5.0248606018e-06
2.1659251707e+00    4.9707490348e-06
2.1658222644e+00    4.9175066041e-06
2.1657193678e+00    4.8651148008e-06
2.1656164810e+00    4.8135556061e-06
2.1655136040e+00    4.7628114755e-06
2.1654107368e+00    4.7128653243e-06
2.1653078793e+00    4.6637005126e-06
2.1652050317e+00    4.6153008323e-06
2.1651021937e+00    4.5676504929e-06
2.1649993656e+00    4.5207341094e-06
2.1648965472e+00    4.4745366892e-06
2.1647937386e+00    4.4290436207e-06
2.1646909397e+00    4.3842406615e-06
2.1645881507e+00    4.3401139271e-06
2.1644853713e+00    4.2966498806e-06
2.1643826018e+00    4.2538353219e-06
2.1642798419e+00    4.2116573778e-06
2.1641770919e+00    4.1701034926e-06
2.1640743516e+00    4.1291614184e-06
2.1639716211e+00    4.0888192062e-06
2.1638689003e+00    4.0490651973e-06
2.1637661892e+00    4.0098880149e-06
2.1636634879e+00    3.9712765556e-06
2.1635607964e+00    3.9332199821e-06
2.1634581146e+00    3.8957077151e-06
2.1633554426e+00    3.8587294263e-06
2.1632527803e+00    3.8222750312e-06
2.1631501277e+00    3.7863346820e-06
2.1630474849e+00    3.7508987613e-06
2.1629448518e+00    3.7159578756e-06
2.1628422285e+00    3.6815028487e-06
2.1627396149e+00    3.6475247164e-06
2.1626370110e+00    3.6140147200e-06
2.1625344169e+00    3.5809643008e-06
2.1624318325e+00    3.5483650950e-06
2.1623292578e+00    3.5162089280e-06
2.1622266929e+00    0.0000000000e+00
2.1621241377e+00    0.0000000000e+00
2.1620215922e+00    0.0000000000e+00
2.1619190565e+00    0.0000000000e+00
2.1618165305e+00    0.0000000000e+00
2.1617140142e+00    0.0000000000e+00
2.1616115076e+00    0.0000000000e+00
2.1615090107e+00    0.0000000000e+00
2.1614065236e+00    0.0000000000e+00
2.1613040462e+00    0.0000000000e+00
2.1612015785e+00    0.0000000000e+00
2.1610991205e+00    0.0000000000e+00
2.1609966722e+00    0.0000000000e+00
2.1608942337e+00    0.0000000000e+00
2.1607918048e+00    0.0000000000e+00
2.1606893857e+00    0.0000000000e+00
2.1605869763e+00    0.0000000000e+00
2.1604845765e+00    0.0000000000e+00
2.1603821865e+00    0.0000000000e+00
2.1602798062e+00    0.0000000000e+00
2.1601774356e+00    0.0000000000e+00
2.1600750747e+00    0.0000000000e+00
2.1599727235e+00    0.0000000000e+00
2.1598703820e+00    0.0000000000e+00
2.1597680502e+00    0.0000000000e+00
2.1596657281e+00    0.0000000000e+00
2.1595634157e+00    0.0000000000e+00
2.1594611129e+00    0.0000000000e+00
2.1593588199e+00    0.0000000000e+00
2.1592565366e+00    0.0000000000e+00
2.1591542629e+00    0.0000000000e+00
2.1590519989e+00    0.0000000000e+00
2.1589497447e+00    0.0000000000e+00
2.1588475001e+00    0.0000000000e+00
2.1587452652e+00    0.0000000000e+00
2.1586430400e+00    0.0000000000e+00
2.1585408244e+00    0.0000000000e+00
2.1584386185e+00    0.0000000000e+00
2.1583364224e+00    0.0000000000e+00
2.1582342358e+00    0.0000000000e+00
2.1581320590e+00    0.0000000000e+00
2.1580298919e+00    0.0000000000e+00
2.1579277344e+00    0.0000000000e+00
2.1578255866e+00    0.0000000000e+00
2.1577234484e+00    0.0000000000e+00
2.1576213199e+00    0.0000000000e+00
2.1575192011e+00    0.0000000000e+00
2.1574170920e+00    0.0000000000e+00
2.1573149925e+00    0.0000000000e+00
2.1572129027e+00    0.0000000000e+00
2.1571108225e+00    0.0000000000e+00
2.1570087521e+00    0.0000000000e+00
2.1569066912e+00    0.0000000000e+00
2.1568046400e+00    0.0000000000e+00
2.1567025985e+00    0.0000000000e+00
2.1566005667e+00    0.0000000000e+00
2.1564985444e+00    0.0000000000e+00
2.1563965319e+00    0.0000000000e+00
2.1562945290e+00    0.0000000000e+00
2.1561925357e+00    0.0000000000e+00
2.1560905521e+00    0.0000000000e+00
2.1559885782e+00    0.0000000000e+00
2.1558866138e+00    0.0000000000e+00
2.1557846592e+00    0.0000000000e+00
2.1556827141e+00    0.0000000000e+00
2.1555807787e+00    0.0000000000e+00
2.1554788530e+00    0.0000000000e+00
2.1553769369e+00    0.0000000000e+00
2.1552750304e+00    0.0000000000e+00
2.1551731336e+00    0.0000000000e+00
2.1550712464e+00    0.0000000000e+00
2.1549693688e+00    0.0000000000e+00
2.1548675009e+00    0.0000000000e+00
2.1547656426e+00    0.0000000000e+00
2.1546637939e+00    0.0000000000e+00
2.1545619548e+00    0.0000000000e+00
2.1544601254e+00    0.0000000000e+00
2.1543583056e+00    0.0000000000e+00
2.1542564954e+00    0.0000000000e+00
2.1541546949e+00    0.0000000000e+00
2.1540529039e+00    0.0000000000e+00
2.1539511226e+00    0.0000000000e+00
2.1538493509e+00    0.0000000000e+00
2.1537475888e+00    0.0000000000e+00
2.1536458364e+00    0.0000000000e+00
2.1535440935e+00    0.0000000000e+00
2.1534423603e+00    0.0000000000e+00
2.1533406367e+00    0.0000000000e+00
2.1532389227e+00    0.0000000000e+00
2.1531372182e+00    0.0000000000e+00
2.1530355234e+00    0.0000000000e+00
2.1529338383e+00    0.0000000000e+00
2.1528321627e+00    0.0000000000e+00
2.1527304967e+00    0.0000000000e+00
2.1526288403e+00    0.0000000000e+00
2.1525271935e+00    0.0000000000e+00
2.1524255563e+00    0.0000000000e+00
2.1523239287e+00    0.0000000000e+00
2.1522223107e+00    0.0000000000e+00
2.1521207023e+00    0.0000000000e+00
2.1520191035e+00    0.0000000000e+00
2.1519175143e+00    0.0000000000e+00
2.1518159347e+00    0.0000000000e+00
2.1517143647e+00    0.0000000000e+00
2.1516128042e+00    0.0000000000e+00
2.1515112534e+00    0.0000000000e+00
2.1514097121e+00    0.0000000000e+00
2.1513081804e+00    0.0000000000e+00
2.1512066583e+00    0.0000000000e+00
2.1511051458e+00    0.0000000000e+00
2.1510036429e+00    0.0000000000e+00
2.1509021495e+00    0.0000000000e+00
2.1508006657e+00    0.0000000000e+00
2.1506991915e+00    0.0000000000e+00
2.1505977269e+00    0.0000000000e+00
2.1504962718e+00    0.0000000000e+00
2.1503948263e+00    0.0000000000e+00
2.1502933904e+00    0.0000000000e+00
2.1501919640e+00    0.0000000000e+00
2.1500905473e+00    0.0000000000e+00
2.1499891400e+00    0.0000000000e+00
2.1498877424e+00    0.0000000000e+00
2.1497863543e+00    0.0000000000e+00
2.1496849758e+00    0.0000000000e+00
2.1495836068e+00    0.0000000000e+00
2.1494822474e+00    0.0000000000e+00
2.1493808976e+00    0.0000000000e+00
2.1492795573e+00    0.0000000000e+00
2.1491782266e+00    0.0000000000e+00
2.1490769054e+00    0.0000000000e+00
2.1489755937e+00    0.0000000000e+00
2.1488742917e+00    0.0000000000e+00
2.1487729992e+00    0.0000000000e+00
2.1486717162e+00    0.0000000000e+00
2.1485704427e+00    0.0000000000e+00
2.1484691789e+00    0.0000000000e+00
2.1483679245e+00    0.0000000000e+00
2.1482666797e+00    0.0000000000e+00
2.1481654445e+00    0.0000000000e+00
2.1480642188e+00    0.0000000000e+00
2.1479630026e+00    0.0000000000e+00
2.1478617960e+00    0.0000000000e+00
2.1477605989e+00    0.0000000000e+00
2.1476594113e+00    0.0000000000e+00
2.1475582333e+00    0.0000000000e+00
2.1474570648e+00    0.0000000000e+00
2.1473559058e+00    0.0000000000e+00
2.1472547564e+00    0.0000000000e+00
2.1471536165e+00    0.0000000000e+00
2.1470524861e+00    0.0000000000e+00
2.1469513653e+00    0.0000000000e+00
