   0.5000000000E+02  -0.3338735804E+02  -0.3354101618E+02   0.1972895389E-01   0.1482598922E+00  -0.1556560765E+02   0.1704702049E+03  -0.1280279874E+02   0.1485704076E+03  -0.8013354093E-02  -0.6317355973E-02  -0.3354101618E+02   0.0000000000E+00  -0.3337302733E+02   0.0000000000E+00   0.3239965276E+04   0.0000000000E+00
   0.1000000000E+03  -0.3338701286E+02  -0.3351935756E+02   0.2678865440E-01   0.1719994020E+00  -0.1553924264E+02   0.1706286194E+03  -0.1281870935E+02   0.1487190899E+03  -0.3377233044E-01  -0.3267102672E-01  -0.3353018687E+02   0.1172739660E-03  -0.3334679842E+02   0.6879560169E-03   0.3331132914E+04   0.0000000000E+00
   0.1500000000E+03  -0.3338677476E+02  -0.3347838528E+02   0.4279437058E-01   0.1799938128E+00  -0.1554537674E+02   0.1706773313E+03  -0.1283009817E+02   0.1488112391E+03  -0.7665040575E-01  -0.5452726426E-01  -0.3351291967E+02   0.6744948739E-03  -0.3331639798E+02   0.2307011056E-02   0.3452146049E+04   0.0000000000E+00
   0.2000000000E+03  -0.3338676310E+02  -0.3344039538E+02   0.3957331617E-01   0.1600416558E+00  -0.1558343532E+02   0.1705902112E+03  -0.1283452645E+02   0.1487987172E+03  -0.8776571812E-01  -0.5821697811E-01  -0.3349478860E+02   0.1492078610E-02  -0.3329749358E+02   0.2802386452E-02   0.3497760598E+04   0.0000000000E+00
   0.2500000000E+03  -0.3338700619E+02  -0.3341052850E+02   0.2941773202E-01   0.1350466615E+00  -0.1554648635E+02   0.1704318059E+03  -0.1283840628E+02   0.1486319542E+03  -0.7142829173E-01  -0.6951379509E-01  -0.3347793658E+02   0.2329625157E-02  -0.3328720769E+02   0.2665107746E-02   0.3406137595E+04   0.0000000000E+00
   0.3000000000E+03  -0.3338707150E+02  -0.3338730485E+02   0.2480452755E-01   0.1456464962E+00  -0.1547514637E+02   0.1700911835E+03  -0.1282527894E+02   0.1482473472E+03  -0.5276370831E-01  -0.1174539653E+00  -0.3346283129E+02   0.3082202955E-02  -0.3327548204E+02   0.2908376733E-02   0.3322035687E+04   0.0000000000E+00
   0.3500000000E+03  -0.3338688664E+02  -0.3336579900E+02   0.2481496519E-01   0.1944835342E+00  -0.1532963444E+02   0.1694967244E+03  -0.1279713367E+02   0.1475377472E+03  -0.3707011682E-01  -0.2033160240E+00  -0.3344896953E+02   0.3794777995E-02  -0.3325705611E+02   0.4529984938E-02   0.3359839987E+04   0.0000000000E+00
   0.4000000000E+03  -0.3338685033E+02  -0.3334655906E+02   0.2550385642E-01   0.2160133231E+00  -0.1526377179E+02   0.1684396117E+03  -0.1273812186E+02   0.1464526411E+03  -0.2319322819E-01  -0.2586152243E+00  -0.3343616822E+02   0.4467545456E-02  -0.3323805433E+02   0.6491210062E-02   0.3498280733E+04   0.0000000000E+00
   0.4500000000E+03  -0.3338697578E+02  -0.3333466697E+02   0.2206092129E-01   0.1686053057E+00  -0.1523121083E+02   0.1671625762E+03  -0.1266761924E+02   0.1451771910E+03  -0.1173908361E-01  -0.2312359476E+00  -0.3342489031E+02   0.4988682794E-02  -0.3322760393E+02   0.6643651101E-02   0.3559282599E+04   0.0000000000E+00
   0.5000000000E+03  -0.3338715781E+02  -0.3332844775E+02   0.1908402923E-01   0.1333367366E+00  -0.1517509456E+02   0.1659065061E+03  -0.1259633541E+02   0.1438937477E+03  -0.7226475771E-02  -0.2039043425E+00  -0.3341524605E+02   0.5326919469E-02  -0.3322244624E+02   0.6218702292E-02   0.3510679072E+04   0.0000000000E+00
   0.5500000000E+03  -0.3338703641E+02  -0.3332579422E+02   0.2322182801E-01   0.1433179335E+00  -0.1506559818E+02   0.1646455057E+03  -0.1252472081E+02   0.1425485573E+03  -0.1097165049E-01  -0.2168103046E+00  -0.3340711407E+02   0.5503945873E-02  -0.3321670153E+02   0.5983382363E-02   0.3450617215E+04   0.0000000000E+00
   0.6000000000E+03  -0.3338674000E+02  -0.3332259293E+02   0.3216598928E-01   0.1871973463E+00  -0.1494222083E+02   0.1631965528E+03  -0.1244136034E+02   0.1410058003E+03  -0.2021916697E-01  -0.2632912360E+00  -0.3340007064E+02   0.5590992382E-02  -0.3320724554E+02   0.6468341335E-02   0.3454805430E+04   0.0000000000E+00
   0.6500000000E+03  -0.3338661537E+02  -0.3331587094E+02   0.3337942522E-01   0.2015592954E+00  -0.1479547767E+02   0.1616031305E+03  -0.1235008353E+02   0.1393012216E+03  -0.2118670559E-01  -0.2844964492E+00  -0.3339359374E+02   0.5664318844E-02  -0.3319752913E+02   0.7103679855E-02   0.3513944381E+04   0.0000000000E+00
   0.7000000000E+03  -0.3338673594E+02  -0.3330805290E+02   0.2612278753E-01   0.1588948476E+00  -0.1470199517E+02   0.1600742301E+03  -0.1226235025E+02   0.1377143897E+03  -0.1074037576E-01  -0.2529602996E+00  -0.3338748368E+02   0.5745051437E-02  -0.3319220814E+02   0.6964342295E-02   0.3533265940E+04   0.0000000000E+00
   0.7500000000E+03  -0.3338690524E+02  -0.3329940089E+02   0.2031836300E-01   0.1302619393E+00  -0.1460917498E+02   0.1587900137E+03  -0.1218839633E+02   0.1363693719E+03  -0.2743878402E-02  -0.2353407777E+00  -0.3338161149E+02   0.5844803956E-02  -0.3318931563E+02   0.6617184858E-02   0.3494519185E+04   0.0000000000E+00
   0.8000000000E+03  -0.3338678186E+02  -0.3328985564E+02   0.2128650169E-01   0.1447374532E+00  -0.1453449502E+02   0.1576044520E+03  -0.1212250667E+02   0.1351394911E+03  -0.2348881609E-02  -0.2606013000E+00  -0.3337587675E+02   0.5972812551E-02  -0.3318522289E+02   0.6454869485E-02   0.3453254176E+04   0.0000000000E+00
   0.8500000000E+03  -0.3338648213E+02  -0.3327952010E+02   0.2862902003E-01   0.1940799660E+00  -0.1441114320E+02   0.1564263814E+03  -0.1206081896E+02   0.1338678849E+03  -0.8509562189E-02  -0.3211614526E+00  -0.3337020871E+02   0.6135497193E-02  -0.3317766925E+02   0.6988089402E-02   0.3461556632E+04   0.0000000000E+00
   0.9000000000E+03  -0.3338637233E+02  -0.3326825796E+02   0.3321104633E-01   0.2076615245E+00  -0.1429897592E+02   0.1552237052E+03  -0.1199957599E+02   0.1325836405E+03  -0.1225267383E-01  -0.3467342693E+00  -0.3336454478E+02   0.6339998139E-02  -0.3316932015E+02   0.7784890217E-02   0.3512524674E+04   0.0000000000E+00
   0.9500000000E+03  -0.3338651327E+02  -0.3325859715E+02   0.2739630745E-01   0.1582803284E+00  -0.1419605498E+02   0.1542211830E+03  -0.1195006910E+02   0.1315034877E+03  -0.5254444424E-02  -0.3083383161E+00  -0.3335896859E+02   0.6566004383E-02  -0.3316424648E+02   0.7838516533E-02   0.3529511211E+04   0.0000000000E+00
   0.1000000000E+04  -0.3338671569E+02  -0.3325128312E+02   0.2236467731E-01   0.1263427399E+00  -0.1411138362E+02   0.1534871378E+03  -0.1191687665E+02   0.1307025641E+03   0.2224502396E-02  -0.2863644884E+00  -0.3335358432E+02   0.6788521809E-02  -0.3316116295E+02   0.7627246758E-02   0.3497599632E+04   0.0000000000E+00
   0.1050000000E+04  -0.3338661854E+02  -0.3324243286E+02   0.2187288783E-01   0.1410027004E+00  -0.1404725390E+02   0.1529092460E+03  -0.1189328083E+02   0.1300768445E+03   0.4078341440E-02  -0.3111396121E+00  -0.3334829139E+02   0.7025560285E-02  -0.3315727696E+02   0.7566062019E-02   0.3462013946E+04   0.0000000000E+00
   0.1100000000E+04  -0.3338633565E+02  -0.3322960142E+02   0.2573236341E-01   0.1939405223E+00  -0.1402076797E+02   0.1523697298E+03  -0.1187355723E+02   0.1295298863E+03   0.2514051000E-03  -0.3766585265E+00  -0.3334289639E+02   0.7317442907E-02  -0.3315057930E+02   0.8164180595E-02   0.3465908305E+04   0.0000000000E+00
   0.1150000000E+04  -0.3338623913E+02  -0.3321354919E+02   0.2973562404E-01   0.2122862651E+00  -0.1403979078E+02   0.1518608724E+03  -0.1185707295E+02   0.1290612679E+03  -0.5135432598E-02  -0.4095763940E+00  -0.3333727260E+02   0.7695087842E-02  -0.3314279444E+02   0.9142508501E-02   0.3508397337E+04   0.0000000000E+00
   0.1200000000E+04  -0.3338637573E+02  -0.3319936986E+02   0.2948907897E-01   0.1593295340E+00  -0.1402539692E+02   0.1515404064E+03  -0.1185221553E+02   0.1287420828E+03  -0.5553758221E-02  -0.3702707315E+00  -0.3333152665E+02   0.8133825216E-02  -0.3313728430E+02   0.9459886640E-02   0.3524813144E+04   0.0000000000E+00
   0.1250000000E+04  -0.3338659239E+02  -0.3318849217E+02   0.2695499204E-01   0.1226824399E+00  -0.1401526030E+02   0.1513819119E+03  -0.1185349539E+02   0.1285838936E+03  -0.9793568136E-03  -0.3467582968E+00  -0.3332580527E+02   0.8594092592E-02  -0.3313334712E+02   0.9453524948E-02   0.3498023989E+04   0.0000000000E+00
   0.1300000000E+04  -0.3338652139E+02  -0.3317809630E+02   0.2557831967E-01   0.1347647923E+00  -0.1403492224E+02   0.1513173062E+03  -0.1185895366E+02   0.1285475944E+03   0.4441809703E-02  -0.3732100125E+00  -0.3332012416E+02   0.9070427074E-02  -0.3312890120E+02   0.9584083035E-02   0.3464876534E+04   0.0000000000E+00
   0.1350000000E+04  -0.3338623227E+02  -0.3316537839E+02   0.2561504596E-01   0.1940511922E+00  -0.1405504255E+02   0.1513551315E+03  -0.1187342101E+02   0.1286136635E+03   0.8670923237E-02  -0.4491910417E+00  -0.3331439284E+02   0.9588535559E-02  -0.3312211642E+02   0.1042598111E-01   0.3464955177E+04   0.0000000000E+00
   0.1400000000E+04  -0.3338615618E+02  -0.3315212824E+02   0.2611563072E-01   0.2247715092E+00  -0.1406332109E+02   0.1514935139E+03  -0.1189736280E+02   0.1287659843E+03   0.1201957508E-01  -0.4969346578E+00  -0.3330859767E+02   0.1015285388E-01  -0.3311422802E+02   0.1173375151E-01   0.3505647404E+04   0.0000000000E+00
   0.1450000000E+04  -0.3338630278E+02  -0.3314332161E+02   0.2311104766E-01   0.1680913045E+00  -0.1410168024E+02   0.1516398924E+03  -0.1191973706E+02   0.1289524232E+03   0.1425145671E-01  -0.4484349764E+00  -0.3330289850E+02   0.1071221200E-01  -0.3310863806E+02   0.1220407278E-01   0.3527581218E+04   0.0000000000E+00
   0.1500000000E+04  -0.3338654494E+02  -0.3314499470E+02   0.2496473236E-01   0.1276594426E+00  -0.1419134568E+02   0.1517406039E+03  -0.1193209208E+02   0.1291371905E+03   0.1243037766E-01  -0.4066047983E+00  -0.3329763504E+02   0.1115855461E-01  -0.3310476247E+02   0.1223285488E-01   0.3509438851E+04   0.0000000000E+00
   0.1550000000E+04  -0.3338647016E+02  -0.3315538052E+02   0.3170739104E-01   0.1402539387E+00  -0.1427969012E+02   0.1518698092E+03  -0.1194349693E+02   0.1293407414E+03   0.8759187563E-02  -0.4118101541E+00  -0.3329304618E+02   0.1143032901E-01  -0.3310084817E+02   0.1229789884E-01   0.3484808316E+04   0.0000000000E+00
   0.1600000000E+04  -0.3338625460E+02  -0.3317167315E+02   0.3319781871E-01   0.1912593892E+00  -0.1432876035E+02   0.1521076760E+03  -0.1195976340E+02   0.1296062680E+03   0.1416486820E-01  -0.4532035237E+00  -0.3328925327E+02   0.1151910174E-01  -0.3309604717E+02   0.1262812930E-01   0.3485816936E+04   0.0000000000E+00
   0.1650000000E+04  -0.3338622271E+02  -0.3318956288E+02   0.2794037876E-01   0.2063055816E+00  -0.1435627650E+02   0.1524511291E+03  -0.1198038494E+02   0.1299528613E+03   0.3070745259E-01  -0.4616132418E+00  -0.3328623235E+02   0.1146206888E-01  -0.3309178261E+02   0.1282742387E-01   0.3511749663E+04   0.0000000000E+00
   0.1700000000E+04  -0.3338641755E+02  -0.3320286639E+02   0.2187238403E-01   0.1586830023E+00  -0.1436996638E+02   0.1528450177E+03  -0.1200523429E+02   0.1303392972E+03   0.4634588321E-01  -0.4104524281E+00  -0.3328378041E+02   0.1132334553E-01  -0.3308973933E+02   0.1258792181E-01   0.3520987573E+04   0.0000000000E+00
